source_apartment_name,target_apartment_name,distance_meters,distance_km
연희자이엘라,일진아이윌,94.71713672,0.09
염광,쌍문금용,162.78948454,0.16
"염광(5,8,10,11동)",중랑숲리가,181.22044049,0.18
염리동세양청마루아파트101동,정우상가맨션,98.93678735,0.10
염리삼성래미안,우공,168.23433005,0.17
염창1차보람더하임,밝은햇살,55.48211982,0.06
염창1차한화꿈에그린,극동상록수,122.82873738,0.12
염창2차보람,등촌5차보람쉬움,82.6580944,0.08
염창2차한화꿈에그린,염창3우성,68.34969084,0.07
염창3우성,염창2차한화꿈에그린,68.34969084,0.07
염창3차보람,이너스5차동진,49.99096786,0.05
염창동예성그린캐슬,강서쌍용예가,75.58644765,0.08
염창동한강우성,지오빌,83.1536313,0.08
염창하이츠빌딩,삼성하나로,39.61872346,0.04
염창힐스테이트,일신건영휴먼빌,82.8414231,0.08
영남,포엠빌,179.9944894,0.18
영등포그랑그루,문래해태,217.34757996,0.22
영등포메이준2011,리안펠리체,56.94732375,0.06
영등포아트자이,동아에코빌,179.4638325,0.18
영등포푸르지오,영등포아트자이,238.8753442,0.24
영무예다음,삼성동신도브래뉴,94.53294977,0.09
영상라이브센스,한강포스파크,104.04722842,0.10
영암빌라,(792-103),9.89570435,0.01
영일,영등포푸르지오,439.70633644,0.44
영지아트빌라,방배동갤러리하우스3,33.09362769,0.03
영진,방배씨티(보성),37.84996802,0.04
영진팰리스,하우니티,150.18095429,0.15
영창하모니A,청하아파트A동,223.69318299,0.22
영풍,씨티,272.93194602,0.27
영풍마드레빌,양지쉐르빌아파트,73.77143949,0.07
영화,청실,81.03041451,0.08
영화블렌하임,함성월드빌3차301동,75.26496804,0.08
영화아이닉스,대상,72.06840047,0.07
영화참마음,우방,77.93641042,0.08
예가크레시아,미래하임(6-19),27.31186117,0.03
예건네스빌,옥수어울림,136.14188416,0.14
예건미예뜰1동,제일캐슬,26.13872459,0.03
예그리나(1동),예그리나(2동),22.34708212,0.02
예그리나(2동),예그리나(1동),22.34708212,0.02
예다움,태솔,42.99344563,0.04
예당하우스,비엥에뜨르,31.26690585,0.03
예림,서초한신리빙타워,46.52367204,0.05
예림아너스,선경빌라트,47.14100031,0.05
예미원,공덕자이,197.94856828,0.20
예빌리지,효창한신,64.76772944,0.06
예성2차그린캐슬,예성그린캐슬1차,53.13284672,0.05
예성그랑펠리체,플라워스위트101동102동,93.10113263,0.09
예성그린,미래하임(아파트),39.28546244,0.04
예성그린(1667-3),서초예성그린캐슬,24.59132294,0.02
예성그린캐슬,예성그린캐슬2차,51.07818078,0.05
예성그린캐슬1차,예성2차그린캐슬,53.13284672,0.05
예성그린캐슬2차,예성그린캐슬,51.07818078,0.05
예성그린캐슬III,남현동한일유앤아이,60.28520147,0.06
예스빌,내츄럴4차아파트,31.18905015,0.03
예스에이피엠,신촌자이엘라,235.247189,0.24
예승,다원그린,19.29048588,0.02
예원,DMC마포청구아파트,105.76883258,0.11
예원(86-126),보배빌아파트(90-2),83.29663122,0.08
예원캐슬,월드102,29.52215139,0.03
예인,삼익(2단지),228.70007013,0.23
예일,청우그린,322.75030641,0.32
예장동삼익,하니맨션,243.64754132,0.24
예전이룸(965-1),독산동한양수자인,131.59460834,0.13
예전이룸1차,삼유스위트빌,72.59022639,0.07
예전이룸2차,시가오？에이동,56.46568151,0.06
예주유니츠,고척LIG리가2차,105.17452971,0.11
예지보금자리,그레이스(786-10),52.58892552,0.05
예지보금자리(101동),동양부로미(926-4),83.69029664,0.08
예지보금자리74차,대신,60.99511997,0.06
예지안파크뷰,동보프리미아,26.0946259,0.03
예지팰리스50차,동원로데오,69.82877028,0.07
예지펠리스아파트,천우네오젠101동,22.94356725,0.02
예지향,현대이스트빌,63.47916097,0.06
예청,연리지,69.73080284,0.07
예청B,명남(122-10),25.90060218,0.03
예촌A,노블스톤,20.89844109,0.02
예촌BC,예촌하이츠빌,28.96342493,0.03
예촌하이츠빌,예촌BC,28.96342493,0.03
예향,크라운빌,32.41726378,0.03
오동공원현대,번동금호어울림,100.40125531,0.10
오로라빌,서초2차e-편한세상,58.69906684,0.06
오류동금호어울림,동부골든,98.40652607,0.10
오류동역솔리스타,시티월드,53.28788856,0.05
오류동푸르지오,양지쉐르빌아파트,229.03628211,0.23
오류동휘버스,동도센트리움(70-12),90.92974099,0.09
오륜파크빌,쌍용스위닷홈(201동),55.56745299,0.06
오림센트빌,르메이에르,115.62800141,0.12
오목교벽산블루밍,양평벽산블루밍,112.23703794,0.11
오복뜨란체,화곡대진(1021-2),30.00702979,0.03
오성,숭인모범103동,81.56309215,0.08
오진참사랑,우당,72.31310909,0.07
오케이A,오케이B,18.12994501,0.02
오케이B,오케이A,18.12994501,0.02
오투힐,청성넥스빌,29.77827088,0.03
오페라하우스,진안골드밸리,143.15835223,0.14
오페라하우스WEST,뉴캐슬하우스,84.98895222,0.08
옥산크리스탈,대양코리아나타워,94.07382402,0.09
옥수,예건네스빌,143.18876165,0.14
옥수삼성,옥수,172.19717692,0.17
옥수어울림,예건네스빌,136.14188416,0.14
옥수파크힐스101동~116동,브라운스톤2차,155.66602709,0.16
옥수파크힐스117동~125동,래미안 옥수 리버젠,220.89073237,0.22
옥수하이츠,한남하이츠,144.08693306,0.14
옥수힐,옥수삼성,182.67185807,0.18
옥스포드빌라트,스위트빌,76.4480376,0.08
온누리,행복한세상,33.00137342,0.03
온세솔내움,면목동2차미소지움아파트,96.52133699,0.10
온수동,리치안풍산,87.02833982,0.09
온수힐스테이트,아이에스빌리브,72.80218651,0.07
올림푸스,우장산한화꿈에그린,90.29287802,0.09
올림푸스(150-1),빛여울,38.61499311,0.04
올림픽베어스타운1,방이동그린파크,62.19489385,0.06
올림픽선수기자촌1단지,올림픽선수기자촌3단지,0,0.00
올림픽선수기자촌1단지,올림픽선수기자촌2단지,0,0.00
올림픽선수기자촌2단지,올림픽선수기자촌3단지,0,0.00
올림픽선수기자촌2단지,올림픽선수기자촌1단지,0,0.00
올림픽선수기자촌3단지,올림픽선수기자촌2단지,0,0.00
올림픽선수기자촌3단지,올림픽선수기자촌1단지,0,0.00
올림픽카운티,올림픽파크리움,81.13670636,0.08
올림픽파크리움,올림픽카운티,81.13670636,0.08
올림픽파크센트레빌,(185-5),108.91578333,0.11
올림픽파크플러스,인택스파크뷰,28.2925974,0.03
올림픽파크한양수자인,한독,107.90724977,0.11
올림픽하이빌,(185-5),114.16901173,0.11
올림픽훼밀리타운,동부썬빌,717.57383748,0.72
와이엠프라젠스파,자양훼밀리,89.24045679,0.09
와이즈플레이스,산호시티빌,183.3880672,0.18
왕궁,점보,106.99671902,0.11
왕십리금호어울림,마장동해맑은아파트,144.59059931,0.14
왕십리지웰,상리제나우스,225.12525011,0.23
왕십리풍림아이원,극동미라주,173.09661909,0.17
왕자상가아파트,목화,25.04878975,0.03
요산페어뷰,삼우아파트,73.07912314,0.07
요진,푸르지오시티,290.14288092,0.29
요진보네르,힐스빌7,23.76767643,0.02
요진와이시티미니,프리마빌,24.25911838,0.02
용두두산위브,래미안 허브리츠,213.6140336,0.21
용두롯데캐슬리치,두산베어스타워,141.98766182,0.14
용두아파트,신답경남,406.11181163,0.41
용마금호타운,용마한신2,188.9238766,0.19
용마동아,용마한신2,247.50261455,0.25
용마산금호어울림,면목동금호어울림아파트,198.71865665,0.20
용마산하늘채,동성네스트빌101,62.93050693,0.06
용마프라자,산솔트윈,101.96285747,0.10
용마한신,용마한신2,135.39769678,0.14
용마한신2,용마한신,135.39769678,0.14
용명브릿지2차,한양립스,108.65357952,0.11
용명브릿지아파트,썬팰리스아파트,31.97134043,0.03
용민홈타워빌,엘림(986-13),62.20753254,0.06
용산KCC웰츠타워,삼라마이다스빌2,66.49394315,0.07
용산e편한세상,지오베르크,134.87386607,0.13
용산더프라임,이안용산3차,153.47384668,0.15
용산동아파트,남산대림,109.29237027,0.11
용산시티파크(1단지),시티파크(2단지),133.29005708,0.13
용산아이피아대주피오레,벽산메가트리움,249.99715811,0.25
용산큐브,아크로타워,45.38765036,0.05
용산파크e-편한세상,삼각아파트,214.8823128,0.21
용산파크자이,대우월드마크용산,67.31917897,0.07
용산파크타워(24-0),철우,160.86830792,0.16
용산파크타워(24-1),용산파크타워(24-0),216.23247794,0.22
용암한신,남산대림,208.13102574,0.21
우공,마포현대,140.37961051,0.14
우공101동,우공102동,17.07145022,0.02
우공102동,우공101동,17.07145022,0.02
우공아트빌,태영홈아파트,127.32804838,0.13
우공팰리스,DMC현대아파트,94.19243884,0.09
우공팰리스101동,우공팰리스102동,23.5822668,0.02
우공팰리스102동,우공팰리스101동,23.5822668,0.02
우국리더스빌,대동아파트2,64.23881222,0.06
우국한마음,에코빌리지,83.15424323,0.08
우남,두일,155.06769942,0.16
우남(저층),동신,291.57342655,0.29
우남그랜드,풍림아이원,104.52082786,0.10
우남푸르미아,사슴3,260.96702854,0.26
우당,나이아가라,33.54763714,0.03
우리스페이스(113-28),명남래희안(122-4),25.52663551,0.03
우리유앤미,충림예하임,89.26939207,0.09
우림루미아트,신동아4,110.87816502,0.11
우림루미아트1,우림루미아트201동,83.61161586,0.08
우림루미아트2,진넥스빌2,54.47308243,0.05
우림루미아트201동,우림루미아트1,83.61161586,0.08
우림루미아트아파트,은하수,95.02343161,0.10
우림카이저팰리스,종암2차SKVIEW,116.72407404,0.12
우림필유,동인,200.23411053,0.20
우면파크아파트,누리빌,33.46526546,0.03
우물골2단지두산위브(201~203동)BL2-4,우물골2단지두산위브(245~255동)BL2-6,81.96312049,0.08
우물골2단지두산위브(204~208동)BL2-5,마고정3단지센트레빌(310~322동)BL2-3,165.12500424,0.17
우물골2단지두산위브(209~222동)BL2-8,은평뉴타운 제각말 푸르지오(5-4단지),149.73690422,0.15
우물골2단지두산위브(223~244동)BL2-7,우물골2단지두산위브(209~222동)BL2-8,232.3825963,0.23
우물골2단지두산위브(245~255동)BL2-6,우물골2단지두산위브(201~203동)BL2-4,81.96312049,0.08
우민,제이빌,56.83061248,0.06
우민-늘푸른아파트,주성드림아파트,16.3182576,0.02
우민B,건일팰리스,49.36493536,0.05
우민늘푸른,구로현대,192.00577429,0.19
우민조원,신림2차현대,130.05481874,0.13
우방,한국현대,64.37349481,0.06
우방1,거여1단지,290.12269484,0.29
우방리버파크,자양강변I-Park,77.05880142,0.08
우방아파트,비선아파트,97.32610718,0.10
우성,제일,66.96069399,0.07
우성(1058),다원그린빌,205.44722198,0.21
우성(23),희훈타워빌,219.79167335,0.22
우성(343-39),우성(343-75),16.87411336,0.02
우성(343-75),우성(343-39),16.87411336,0.02
우성(353-27),계명(350-33),146.38861076,0.15
우성(410-56),세한(410-150),140.62636174,0.14
"우성,현대아파트",신원프라자,87.2317831,0.09
우성1,우성4,93.48679301,0.09
우성101동,우성103동,25.62377714,0.03
우성103동,우성101동,25.62377714,0.03
우성112,포레스빌,338.97212729,0.34
우성1차,보라매경남아너스빌,329.78042661,0.33
우성2,금성,136.84971212,0.14
우성2차,대명루첸,415.96996284,0.42
우성2차아파트(334-6),삼현팰리체,77.80978002,0.08
우성3,우성6,122.58734798,0.12
우성3차(562),신부파스카(563),62.94454459,0.06
우성4,우성1,93.48679301,0.09
우성4차,신동아예지움,236.8458894,0.24
우성5,자양2현대,86.43292645,0.09
우성5차에비뉴,홍해오크펠리스3차,64.89342659,0.06
우성6,이튼타워리버1차,83.22908291,0.08
우성7,개포한신,142.82452379,0.14
우성8,현대아파트3,130.76809046,0.13
우성KBS(113동),우성112,415.25193951,0.42
우성그린,래미안엘파인아파트,119.74706065,0.12
우성꿈동산,산업인,184.60247053,0.18
우성리빙텔,아카데미스위트1,47.70847824,0.05
우성사원5,럭키(462),117.36055831,0.12
우성아파트,서초파라곤,67.35835924,0.07
우성아파트1,신동아아파트2,124.9017567,0.12
우성아파트2,선덕빌라트아파트,96.60004754,0.10
우성에비뉴,미래타워,146.33036226,0.15
우성캐릭터199,우성캐릭터빌,96.45428836,0.10
우성캐릭터빌,현대비젼21,39.44341786,0.04
우성트윈캐슬A동,계명가동,29.30147302,0.03
우성포커스,서울숲한성,53.87602853,0.05
우솔마을서초리슈빌S아파트,서초힐스,192.82275926,0.19
우신,엔에스,73.39444835,0.07
우암쎈스뷰,내일쎄닛빌,104.3914201,0.10
우암쎈스뷰아파트,브라운스톤방학아파트,75.56622432,0.08
우영,도봉산리베니움,176.7814606,0.18
우영아파트,태형,113.17875898,0.11
우원그린빌,하나세인스톤1차,21.5014465,0.02
우일타운,청계천두산위브더제니스,81.36837615,0.08
우장산롯데,우장산청솔(992-11),136.46762191,0.14
우장산롯데캐슬,올림푸스,152.39361995,0.15
"우장산아이파크,이편한세상",청솔숲속마을101동,220.30983009,0.22
우장산에스케이뷰,우장산휴먼빌,91.76369057,0.09
우장산월드메르디앙,천우네오젠6차,60.12226616,0.06
우장산청솔(992-11),우장산롯데,136.46762191,0.14
우장산타워빌,청솔103동,82.08603806,0.08
우장산태승훼미리,롯데1차,60.52236144,0.06
우장산한화꿈에그린,올림푸스,90.29287802,0.09
우장산휴먼빌,우장산에스케이뷰,91.76369057,0.09
우장산힐스테이트,신세계4차,157.5217596,0.16
우정,디아이빌102동,64.52256201,0.06
우정아파트,해동훼미리,203.65646667,0.20
우정에쉐르,동원베네스트아파트,200.06503477,0.20
우정에쉐르(101동),우정에쉐르(102동),27.29719304,0.03
우정에쉐르(102동),우정에쉐르(101동),27.29719304,0.03
우정에쉐르2,채널리저브,117.02975773,0.12
우정에쉐르3,역삼우정에쉐르2,61.29768269,0.06
우정에쉐르멤버스,아름빌(889-74),195.81061477,0.20
우정하이비전,우정하이비전2,212.42684689,0.21
우정하이비전2,우정하이비전,212.42684689,0.21
우진,흥양훼미리,198.7549833,0.20
우진(72-5),흥양훼미리,175.83178223,0.18
우진체리쉬,코원,23.75392039,0.02
우찬,유로미아파트A동,81.43644517,0.08
우찬현대(1260-11),개포현대6차,256.87677633,0.26
우창,sk파크타워,274.02815297,0.27
우창프라자,답십리한화,51.88707542,0.05
우평,예성2차그린캐슬,133.42474472,0.13
욱현,삼성로얄2,172.51665023,0.17
욱현(208-1),그레이스홈타운(102동),56.63532214,0.06
욱현하이브Ⅲ,주성AURA,202.6886872,0.20
운암화인빌,한솔애리즈1,76.32473499,0.08
운현신화타워,현대뜨레비앙,81.43770113,0.08
울트라멤버스,효창아트빌2차,43.84891709,0.04
울트라월드컵(참누리),수풍,89.63948637,0.09
웅주아크로파크,금호아파트,86.98115782,0.09
워커힐,워커힐푸르지오,226.35410174,0.23
워커힐 팰리스,워커힐리버빌,47.83138403,0.05
워커힐리버빌,워커힐 팰리스,47.83138403,0.05
워커힐푸르지오,워커힐리버빌,72.46991751,0.07
워커힐현대빌,동북아스위트힐아파트,49.75944759,0.05
원남,잠실한솔,166.03909602,0.17
원능한빛,오투힐,86.77568222,0.09
원다벨라빌,제이월드에메랄드,52.18989647,0.05
원다빌2,성내2차e-편한세상,169.20256365,0.17
원당,동성타워프라자,105.00611197,0.11
원미,형제,151.85848397,0.15
원진아뜨리에,방이동그린파크,59.69062407,0.06
원팰리스,대우디오빌,51.69589455,0.05
원평5차,드림캐슬2차,379.93155807,0.38
원효,원효전자상가,195.9370904,0.20
원효전자상가,원효,195.9370904,0.20
원흥타운,화곡1차보람더하임,49.57166196,0.05
월가타워,현진아파트,360.9085516,0.36
월계역신도브래뉴,사슴3,306.56444566,0.31
월계흥화브라운빌,초안2,97.77593889,0.10
월곡갑을명가,코업스타클래스,219.09225727,0.22
월곡두산위브,동신주택,228.50221674,0.23
월곡래미안루나밸리,샹그레빌,309.89701568,0.31
월드,대림3,233.64933934,0.23
