source_apartment_name,target_apartment_name,distance_meters,distance_km
순영웰라이빌,헤렌어반,80.71792551,0.08
순영웰라이빌1차,대림역포스큐,35.20166624,0.04
순영웰라이빌2차,우진체리쉬,46.05128673,0.05
순화동더샵,브라운스톤서울,332.95973667,0.33
숭실골드,씨티아모리움,148.89432533,0.15
숭인모범103동,숭인모범104동,21.44986871,0.02
숭인모범104동,숭인모범105동,17.32688598,0.02
숭인모범105동,숭인모범104동,17.32688598,0.02
숭인상가,동일상가,65.84371844,0.07
숭인한양LEEPS,버넷하임1,14.2023794,0.01
쉐라톤,엘지아파트,275.27887261,0.28
슈와이,신미,283.54337501,0.28
스마트빌,창동현대타운,206.45705874,0.21
스위트빌,N-Suite(1513-2),32.32292363,0.03
스위트캐슬레지던스,힐타워,69.38651737,0.07
스카이,대도훼미리,59.35231209,0.06
스카이(924-10),유원펠리체(924-17),34.26575162,0.03
스카이빌(8-87),두예파크빌,104.11030562,0.10
스카이빌1차,자양힐101동,63.38128968,0.06
스카이빌2,현대안성타워,34.58351337,0.03
스카이빌2차,노블스카이,50.55752464,0.05
스카이빌아파트,인우,57.99507054,0.06
스카이써밋아파트,세연파크뷰,117.50644295,0.12
스타파크아파트,SM이로빌4차A동(455-5),49.4319669,0.05
스타팰리스,성북좋은,217.91366047,0.22
스테이72여의도,헤렌어반,56.63036184,0.06
승윤노블리안,찬누리,24.71042712,0.02
승일카이저,동서그랜드맨션,235.48875557,0.24
시가오？,시가오？에이동,31.81982118,0.03
시가오？에이동,시가오？,31.81982118,0.03
시그마,양재동현대,106.2822194,0.11
시그마팰리스,성원하이츠(C동),102.36802891,0.10
시민,충우,30.52015848,0.03
시범,레미테지,85.32866282,0.09
시영,포이벨리,218.84383137,0.22
시영2단지(라이프)아파트,풍림아파트A,158.27140605,0.16
시영3차(라이프)아파트,신도1차아파트,125.01630819,0.13
시티,뉴서울,44.76695492,0.04
시티(B동),대우멤버스카운티(102동),53.66314387,0.05
시티빌아파트,보람아파트,34.96428281,0.03
시티월드,오류동역솔리스타,53.28788856,0.05
시티파크(2단지),용산시티파크(1단지),133.29005708,0.13
시티플레이스,돈암동일하이빌,125.67485592,0.13
시티하우스,용산시티파크(1단지),265.26607562,0.27
시흥(817-29),경남아파트,169.15962142,0.17
시흥동월드메르디앙,한빛무궁화101동,97.80589261,0.10
시흥목련,남서울건영아파트,211.75810455,0.21
시흥베르빌,산호시티빌,228.34443974,0.23
신개봉삼환,삼환로즈빌,138.72414868,0.14
신건영주택A,하루방,82.62012644,0.08
신공덕1차삼성래미안1아파트,펜트라우스,135.76203959,0.14
신공덕e편한세상,예빌리지,70.98017218,0.07
신공덕래미안2차,신공덕래미안3차,137.39316941,0.14
신공덕래미안3차,공덕아이파크,118.32352848,0.12
신구노빌리티,반포샤인힐4차,44.1365517,0.04
신구레베빌14차,필그린빌라,70.11707348,0.07
신구로자이,덕영드림,105.51795012,0.11
신구블레스밸리,현대홈타운스위트105,63.01597842,0.06
신구하이텍빌리지,방배대우디오빌,52.34415698,0.05
신금호두산위브,푸른마을(8차),59.4777955,0.06
신금호파크자이,상기,314.13984436,0.31
신기목련아파트,신길동자이,265.28665254,0.27
신길동자이,신기목련아파트,265.28665254,0.27
신길레전드힐스,래미안영등포프레비뉴,92.43189406,0.09
신내,세방,160.69069994,0.16
신내 데시앙포레,신내우디안1단지,381.33322968,0.38
신내11대명,동성3,226.02790505,0.23
신내6대주,진로아파트,239.39986856,0.24
신내9진흥,화성.두산아파트,186.33819828,0.19
신내대림아파트,신내두산아파트,0,0.00
신내두산아파트,신내대림아파트,0,0.00
신내아트빌,경원,44.46689135,0.04
신내우디안1단지,신내 데시앙포레,381.33322968,0.38
신답경남,신답극동,233.91451275,0.23
신답극동,청계한신휴플러스,171.63104177,0.17
신당동파라다이스,삼성V아파트A동,144.86942493,0.14
신당아르브,DUO302,178.88275032,0.18
신당역솔하임,황학아크로타워,107.30765849,0.11
신당푸르지오,청구e편한세상,281.55856917,0.28
신대림신동아파밀리에,한신휴1차,97.71743109,0.10
신대림아파트,남청파인힐,48.01040846,0.05
신대림자이1단지,신대림자이2단지,62.95549,0.06
신대림자이2단지,신대림자이1단지,62.95549,0.06
신대방,보라매e편한세상,186.07273699,0.19
신대방경남,동작상떼빌,267.35906448,0.27
신대방타워,진성마블로스,68.3874329,0.07
신대상,현대캐슬,367.24971524,0.37
신도,태창네스트빌,58.97324996,0.06
신도1차아파트,길성그랑프리텔아파트,90.04082391,0.09
신도2,삼성,63.77806592,0.06
신도금잔디,율창(885-1),159.97745861,0.16
신도림2차푸르지오,디큐브시티,217.56075635,0.22
신도림3차푸르지오,대림e-편한세상6,172.58328344,0.17
신도림LG자이,신도림로제리움,61.81840819,0.06
신도림로제리움,신도림LG자이,61.81840819,0.06
신도림롯데아파트,일신건영,137.27699445,0.14
신도림태영타운,SKVIEW,214.7590991,0.21
신도림팰러티움,구로에스케이뷰,183.69000834,0.18
신도림현대,일신건영,127.90935263,0.13
신도봉,래미안도봉,446.95940237,0.45
신도브래뉴,위더스빌,62.12943268,0.06
신도브래뉴2차,아름다운세상,49.32427507,0.05
신도신월1차,롯데캐슬,93.34241527,0.09
신동아,한신공영,150.70077543,0.15
신동아(22),지고하임(102동),139.45142381,0.14
신동아(366),청구(366),0,0.00
신동아1,카사빌라,190.34744561,0.19
신동아4,우림루미아트,110.87816502,0.11
신동아5,라이즈2동,175.23145033,0.18
신동아리버파크,이수브라운스톤상도(527-0),195.10548076,0.20
신동아블루아광화문의꿈,광화문스페이스본(101동~105동),180.40640548,0.18
신동아빌라트,청담대우로얄카운티6차,136.90091889,0.14
신동아아파트(1차),월드메르디앙A,168.86728994,0.17
신동아아파트(2차),신동아아파트(1차),272.60614532,0.27
신동아아파트1,신동아타워아파트,237.29949047,0.24
신동아아파트2,우성아파트1,124.9017567,0.12
신동아아파트3,신동아아파트2,145.46353294,0.15
신동아아파트4,신동아타워아파트,77.58871259,0.08
신동아아파트5,대원그린아파트,66.62642355,0.07
신동아예지움,우성4차,236.8458894,0.24
신동아타워,파라다이스빌(40-0),101.14296999,0.10
신동아타워아파트,신동아아파트4,77.58871259,0.08
신동아파밀리에,둔촌하이츠,75.17668626,0.08
신동양빛여울아파트,장방아파트,63.03258477,0.06
신라샤르망,성원하이츠(C동),44.42030975,0.04
신라힐,삼미,76.34395342,0.08
신림2차푸르지오,관악산휴먼시아1단지,120.14874886,0.12
신림2차현대,우민조원,130.05481874,0.13
신림동부센트레빌,미래한건(1563-78),134.39406385,0.13
신림동신도브래뉴,아데나,230.36972885,0.23
신림동쌍용아파트,미래한건(1563-78),403.58558991,0.40
신림동이모르젠,아데나,46.66960528,0.05
신림큐브,코스모그린,304.94061575,0.30
신림푸르지오,한솔아트빌라,268.34546388,0.27
신림현대,산장그린,240.35803256,0.24
신명스카이뷰,마장동중앙하이츠,79.60809182,0.08
신명아파트,건영아파트,87.47895729,0.09
신목,목동노블레스,56.71479425,0.06
신미,신풍두산위브,213.76782288,0.21
신반포10,로즈빌,174.2427525,0.17
신반포11,신반포21,61.28948663,0.06
신반포12,신화,125.33478967,0.13
신반포16,신반포27,125.10107041,0.13
신반포17,신반포11,153.15560763,0.15
신반포18(49-17),훼미리,146.70726563,0.15
신반포19,신반포25,101.73355299,0.10
신반포2,잠원중앙하이츠(A동),230.31614106,0.23
신반포21,신반포11,61.28948663,0.06
신반포22,신반포7,104.01554153,0.10
신반포25,한신진일빌라트,48.29540829,0.05
신반포26,한신로얄,66.19738078,0.07
신반포27,신반포25,111.6861996,0.11
신반포4,잠원중앙하이츠(A동),214.76099322,0.21
신반포7,한신그린,101.26612207,0.10
신반포8,녹원한신,104.74385807,0.10
신반포9,녹원한신,106.5971962,0.11
신반포청구,메이플라워,80.72103643,0.08
신봉,신부,67.90906696,0.07
신부,신봉,67.90906696,0.07
신부3차파스카,그린월드,29.37688157,0.03
신부파스카(313-7),신부파스카(319-2),33.17971327,0.03
신부파스카(319-2),신부파스카(319-3),19.14090181,0.02
신부파스카(319-3),신부파스카(319-2),19.14090181,0.02
신부파스카(563),우성3차(562),62.94454459,0.06
신부파스카4차,함성드림빌,43.28399386,0.04
신부파스카5차,삼화아크빌(470-2),71.0720509,0.07
신부파스카빌,관악유앤아이,101.1484814,0.10
신사동한신휴플러스,은평신사두산위브2차,90.74225213,0.09
신사성원,신아,172.03011749,0.17
신사씨티,은평신사두산위브,148.16730434,0.15
신사아이빌(522),래미안신사,73.79055489,0.07
신사아크존2,진흥아마란스,125.10523463,0.13
신사파크빌B동,압구정Ainvill,269.3195144,0.27
신선,대광,72.10231959,0.07
신설동역대우아이빌1,한양아이클래스,175.9148288,0.18
신성,이랜드타운아파트,136.83663099,0.14
신성노바빌아파트,동아한가람1,153.82991868,0.15
신성둔촌미소지움1,신성둔촌미소지움2,93.78100757,0.09
신성둔촌미소지움2,신성둔촌미소지움1,93.78100757,0.09
신성리더스카운티,쏠레뉴,99.16000343,0.10
신성미소시티,한남동동원베네스트,141.2517419,0.14
신성미소지움,대림(주상복합),38.92523763,0.04
신성미소지움3차아파트,두원빌드피아(444-7),64.92047577,0.06
신성미소지움아파트,하늘공원아파트(102동),51.93885664,0.05
신성새실마을101동,신성새실마을103동,54.15634115,0.05
신성새실마을103동,신성새실마을101동,54.15634115,0.05
신성수정,뉴신사신성,81.93191804,0.08
신성아파트101동,압구정케이씨씨(622-1),48.33290838,0.05
신성오크힐,영진팰리스,153.79901577,0.15
신성은하수,SKVIEW,120.48534011,0.12
신세계,삼대,24.03718173,0.02
신세계(697-5),한서3차,29.65652269,0.03
신세계2차,신세계아파트1,35.26946613,0.04
신세계3차101동,우장산태승훼미리,72.41296605,0.07
신세계4차,천우네오젠아파트,53.45036374,0.05
신세계5차,청솔샤르망1002동,28.82239497,0.03
신세계드림빌,함성참좋은,45.34963867,0.05
신세계드림빌1,신세계드림빌2,16.72921315,0.02
신세계드림빌2,신세계드림빌1,16.72921315,0.02
신세계아파트1,신세계2차,35.26946613,0.04
신세계하이츠,에버그린3동(980-6),58.05076983,0.06
신세대빌라트,태흥,87.50699275,0.09
신송타워,"진로,미주아파트",167.37061729,0.17
신수동성원,밤섬경남아너스빌,117.35026574,0.12
신신(1차),하영,23.98154493,0.02
신신(2차),하영,17.19311778,0.02
신아,개성하이뷰,94.38848705,0.09
신아굿모닝,부호(101동),54.42378729,0.05
신아굿모닝(64-15),한국리치빌,98.9402655,0.10
신안,마곡엠밸리4단지,124.86038427,0.12
신안1,신안3,81.28444252,0.08
신안2,대성웰빙,78.27370916,0.08
신안3,신안1,81.28444252,0.08
신안네트빌1단지,경동팰리스힐,61.04850455,0.06
신안네트빌2단지,성옥,74.12323714,0.07
신안약수,신도신월1차,180.23138514,0.18
신안타워,대림오페라타워,92.94068455,0.09
신안파크,디아이빌102동,102.47644583,0.10
신암가온,강동와이시티,69.82811978,0.07
신암밀리안아파트,세원아파트,26.83156398,0.03
신양,봉천동,75.91139119,0.08
신양지(가동),신양지(나동),23.82015283,0.02
신양지(나동),신양지(가동),23.82015283,0.02
신영,마젤란21,226.20382142,0.23
신영체르니,월드빌,204.72949918,0.20
신우,두산4,319.60447071,0.32
신우아파트,월드그린,87.08599471,0.09
신원,에코빌리지,91.69466208,0.09
신원2,쌍문동LG트윈빌1,99.7412532,0.10
신원메트로빌,프라비다1,93.25142004,0.09
신원빌라트,나크빌라트,43.31035898,0.04
신원센스빌,한백e타운(46-219),26.43792297,0.03
신원아침도시,롯데빌라트2차,40.76546209,0.04
신원아침도시(1420),신원아침도시(1434),70.59107334,0.07
신원아침도시(1434),신원아침도시(1420),70.59107334,0.07
신원아파트,임성아파트,79.83576912,0.08
신원에벤에셀,금호2,63.62857742,0.06
신원지벤스타2,신원지벤스타3,33.64378378,0.03
신원지벤스타3,신원지벤스타2,33.64378378,0.03
신원지벤스타5,신원지벤스타6,36.91482625,0.04
신원지벤스타6,신원지벤스타5,36.91482625,0.04
신원지벤스타7,신원지벤스타6,48.39969822,0.05
신원프라자,"우성,현대아파트",87.2317831,0.09
신월,신월6차보람,139.50178145,0.14
신월2차미소지움,장수마을,66.99307589,0.07
신월2차보람쉬움,누리애,48.41105355,0.05
신월6차보람,궁전,107.86793988,0.11
신월대림,동양브로미(101동)A,70.89396896,0.07
신월동금용,이형원앙,80.01385019,0.08
신월동로마파빌리온,연흥,31.29977257,0.03
신월동방원,해주,60.6420681,0.06
신월보성,새롬,85.29745649,0.09
신월성원,나산,80.26656282,0.08
신월시영,이펜하우스2단지,259.09470977,0.26
신월휘버스,삼구,48.44972069,0.05
신이모닝빌,상계1차중앙하이츠,84.56097444,0.08
신이문금호어울림,투니온,69.52063621,0.07
신일,한화꿈에그린TheFIRST,76.51036433,0.08
신일골드빌,우림루미아트아파트,106.25383361,0.11
신일라이프,그린스테이트,76.33242467,0.08
신일라이프(B동),동익미라벨,75.58412399,0.08
신일유토빌(603-0),갑지하이린,163.65908811,0.16
신일해피트리,한국개나리,72.59524756,0.07
신일해피트리2차(567),형인허브빌102동(417-11),69.18908889,0.07
신일해피트리3차(568),한일(424-1),49.62681241,0.05
신일해피트리아파트101동,대명이룸아파트(565-0),72.13428164,0.07
신장미,서울숲대림,123.8142283,0.12
신장위아파트,스카이빌(8-87),183.46266899,0.18
신정6현대,학마을1단지,241.53308681,0.24
신정동경남아너스빌2차,목동신시가지14,189.62536836,0.19
신정동로마,태남프라자,140.31513847,0.14
신정두산위브,삼구,102.23997435,0.10
신정현대5,신트리3,151.58993175,0.15
신주,덕산홈타운,107.91063106,0.11
신주아파트,평대미진아파트,59.08425481,0.06
신주아파트(101동),신주아파트(102동),20.96809903,0.02
신주아파트(102동),신주아파트(101동),20.96809903,0.02
신주아파트(313),나래8차,182.44430418,0.18
신주아파트(A동),신주아파트B,14.53665874,0.01
신주아파트B,신주아파트(A동),14.53665874,0.01
신주에지앙,힐튼빌리지1차,103.25772588,0.10
신진뉴캐슬,자선메르시안(115),15.29209313,0.02
신창,삼성브래뉴,184.88013595,0.18
신천빌리지,다우훼밀리,78.17511154,0.08
신촌금호,신촌태영데시앙,120.29535445,0.12
신촌럭키,예스에이피엠,320.41417414,0.32
신촌삼익,(91-511),176.13352439,0.18
신촌자이엘라,신촌포스빌,70.48800483,0.07
신촌태영데시앙,신촌금호,120.29535445,0.12
신촌포스빌,신촌자이엘라,70.48800483,0.07
신촌푸르지오,북아현경남,382.13866744,0.38
신트리1,신정현대5,179.41795418,0.18
신트리3,신정현대5,151.58993175,0.15
신트리4,신트리3,205.68288654,0.21
신풍두산위브,신미,213.76782288,0.21
신한빌라트-신한미지엔,신한에스빌-미지엔,35.11996912,0.04
신한양아파트,건영아파트,52.72486749,0.05
신한에스빌-미지엔,신한빌라트-신한미지엔,35.11996912,0.04
신한엔시모,방배대우멤버스카운티502,33.8404786,0.03
신한이모르젠,해태골든팰리스,201.69142573,0.20
신한토탈,비전,33.15104165,0.03
신한훼미리,래디앙아파트,47.35509432,0.05
신현,구암,40.42737851,0.04
신현대,회기힐스테이트,169.61603883,0.17
신현대11차,신현대9차,148.08486613,0.15
신현대12차,신현대11차,154.86302782,0.15
신현대9차,신현대11차,148.08486613,0.15
신호,태남프라자,88.57198637,0.09
신호(199-24),새천년드림,126.8831292,0.13
신호나이스빌,방배CJ나인빌1차,77.22876405,0.08
신호리치빌,대방홈타운,262.544918,0.26
신호빌라트,파크뷰진도맨션,38.3920556,0.04
신화,신반포12,125.33478967,0.13
신화아트벨리1차,신화아트벨리2차,25.34578345,0.03
신화아트벨리2차,신화아트벨리1차,25.34578345,0.03
신화아파트(200-4),백운한비치Ⅱ,134.56691911,0.13
신후암,힐튼빌리지2차,56.41321301,0.06
실버빌타운,현대파크빌라트,43.92350433,0.04
심미,청자,56.00553637,0.06
심미에셈빌,밀레스트,54.85711578,0.05
싸이,시민,58.16612306,0.06
쌍문금용,e편한세상,77.43288791,0.08
쌍문동LG트윈빌1,동일씨티빌,56.90061517,0.06
쌍문동삼성래미안,브라운스톤쌍문,100.10693739,0.10
쌍용,논현한가람빌라트,109.27450945,0.11
쌍용2,정릉힐스테이트1차,99.88170346,0.10
쌍용남산플래티넘,남산롯데캐슬아이리스,171.04844225,0.17
쌍용노블래스,가락쌍용(2차),152.56378564,0.15
쌍용대치2,"대치우성아파트1동,2동,3동,5동,6동,7동",145.82050113,0.15
"쌍용대치아파트1동,2동,3동,5동,6동",쌍용대치2,167.37686405,0.17
쌍용스위닷홈(201동),쌍용스윗닷홈(301동),48.17669571,0.05
쌍용스윗닷홈,남가좌동현대,101.74540009,0.10
쌍용스윗닷홈(104동),쌍용스윗닷홈(105동),38.84108816,0.04
쌍용스윗닷홈(105동),쌍용스윗닷홈(104동),38.84108816,0.04
쌍용스윗닷홈(301동),쌍용스위닷홈(201동),48.17669571,0.05
쌍용스윗닷홈1단지,오륜파크빌,86.63387329,0.09
쌍용스윗닷홈2차,쌍용스윗닷홈거여역1차,123.90439145,0.12
쌍용스윗닷홈거여역1차,쌍용스윗닷홈2차,123.90439145,0.12
쌍용예가,노량진맨션,301.47536464,0.30
쌍용예가클래식,당산어울림2차,143.25688442,0.14
쌍용플래티넘,현대힐스테이트2단지,173.72822281,0.17
쌍용플래티넘S,대림우성2,398.53468336,0.40
쌍용플래티넘노블,한스타워,82.52379704,0.08
쌍용플레티넘밸류,에레프,78.49632724,0.08
써니힐,반포훼미리(102동),130.46220714,0.13
썬앤빌,오류동휘버스,128.83827552,0.13
썬팰리스아파트,용명브릿지아파트,31.97134043,0.03
썬힐하우스,청솔리치,32.63037137,0.03
쎄비앙101동,쎄비앙102동,19.33431064,0.02
쎄비앙102동,쎄비앙101동,19.33431064,0.02
쎈트앤빌,동송하이클래스,24.07874687,0.02
쎈트앤빌2,성원나이스,28.64615045,0.03
쏠레뉴,반포두산힐스빌,56.51526197,0.06
씨엠아파트,청우씨티아파트,73.15181634,0.07
씨제이나인,진넥스빌Ⅲ,138.23926184,0.14
씨제이리버힐,서강GS,111.25472823,0.11
씨티,솔렌시아,21.83990632,0.02
씨티2차(201동),씨티2차(202동),31.9897722,0.03
씨티2차(202동),씨티2차(201동),31.9897722,0.03
씨티3차,씨티2차(201동),39.01368724,0.04
씨티극동1,신성노바빌아파트,176.25514563,0.18
씨티뷰2차,현대파크(아),30.83975249,0.03
씨티빌,가락스타클래스,112.63125864,0.11
씨티아모리움,숭실골드,148.89432533,0.15
아그네스풍림아이원,역산미르빌,124.0440589,0.12
아남,동신주택,135.74643586,0.14
아남1,명륜동주상복합아남아파트,75.88886612,0.08
아남2,아남1,89.16959178,0.09
아데나,신림동이모르젠,46.66960528,0.05
아데나339,대방1차e-편한세상,64.43629151,0.06
아델스빌1,끄레메빌,33.59887189,0.03
아뜨리즈,미랜드프래임빌(102동),37.36174089,0.04
아람손프라자/비바빌,새롬(1164-13),99.06153268,0.10
아람플러스,강호,380.47034619,0.38
아르누보팰리스,경남레이크파크,98.74709511,0.10
아르젠종로,효성쥬얼리시티,195.57515279,0.20
아름(526-2),갈현삼성,132.44390742,0.13
아름다운세상,신도브래뉴2차,49.32427507,0.05
아름빌(889-74),선릉역풍림아이원레몬,128.09204768,0.13
아미레스아파트,아남2,92.79461461,0.09
아셈,동구싼타빌,15.76227824,0.02
아셈그린힐,동심,37.56978102,0.04
아스타빌,새솔금호,44.31706156,0.04
아스테리움용산,시티파크(2단지),186.77562739,0.19
아스하임,화양타워,102.03941211,0.10
아시아선수촌아파트,잠실월드메르디앙,407.36767485,0.41
아울스타운,파인힐빌,94.62167386,0.09
아이딜,효창아트빌2차,151.42145497,0.15
아이리스,신원아침도시,62.09418975,0.06
아이안,만민하늘愛,55.76555342,0.06
아이안빌,미래하임,20.09311806,0.02
아이언,푸른솔,170.50469521,0.17
아이에스빌리브,온수힐스테이트,72.80218651,0.07
아이파크,포스코더샵,149.01211806,0.15
아이파크빌,더샵오데움(104동),90.17477238,0.09
아이파크종암동1차,성일우리미,141.18267874,0.14
아이파크종암동2차,황지클래스,102.39269651,0.10
아이펠리스,낙성대현대아파트,60.99472177,0.06
아인리베,다원애버니아,78.09189986,0.08
아인리베(310-5),현대홈타운3차,62.11501812,0.06
아인하우스,효창드림빌,32.77593965,0.03
아차산인앤인W클래스101동,아차산인앤인W클래스102동,36.96430836,0.04
아차산인앤인W클래스102동,아차산인앤인W클래스101동,36.96430836,0.04
아차산포레안,아차산인앤인W클래스101동,182.30042674,0.18
아차산한라아파트,청목파크빌,174.8054554,0.17
아카데미스위트1,우성리빙텔,47.70847824,0.05
아크로리버,구의강변우성아파트,79.432807,0.08
아크로리버파크,한신15차,201.25094792,0.20
아크로비스타,삼풍아파트,210.69001102,0.21
아크로타워,용산큐브,45.38765036,0.05
아크로힐스논현,경남논현,144.7295785,0.14
아키스,매그놀리아(1차),120.57922618,0.12
아트리움,행복드림,50.79669222,0.05
안산맨숀,인왕궁맨숀,49.96088544,0.05
안암,주함해븐아파트,346.71358372,0.35
안암골벽산,이수브라운스톤,237.06474381,0.24
안암동삼성래미안,코아루센타시아,578.70697661,0.58
암사e편한세상,암사동한솔,153.11826493,0.15
암사동한솔,명일동다성이즈빌아파트,111.94354917,0.11
압구정Ainvill,신사파크빌B동,269.3195144,0.27
압구정대원칸타빌아파트,로데오현대,54.43110885,0.05
압구정케이씨씨(622-1),신성아파트101동,48.33290838,0.05
압구정하이츠파크,진흥아마란스,238.58432165,0.24
애드웰(534),삼성(528-7),116.35001867,0.12
애드웰(774-10),성보,29.46546514,0.03
애시안아파트,백운한비치,180.39978886,0.18
애필리움,우리스페이스(113-28),93.36256628,0.09
약산,에이스리버티움,45.86027248,0.05
약수(372-13),약수하이츠,309.6618624,0.31
약수맨션,장승,106.9184952,0.11
약수하이츠,기린,165.54490801,0.17
양용아네스,화곡3차보람,44.73180869,0.04
양우,경남2,59.80879416,0.06
양우내안애,도봉파크빌2,160.39748818,0.16
양재,태양파크빌,27.21874137,0.03
양재동메트로,서초파크빌,28.44067764,0.03
양재동현대,뉴현대,95.08408819,0.10
양재테크노3,미영(101),30.01952207,0.03
양재테크노5,태양파크빌,104.00341959,0.10
양재테크노빌,뉴현대,182.31439695,0.18
양재한신휴플러스,도곡스타클래스,132.96296413,0.13
양지마을(대림)1,중계3우성,260.14914805,0.26
양지마을(대림)2,중계3우성,129.18124631,0.13
양지빌라트,로미아트빌,20.2722661,0.02
양지쉐르빌아파트,다청림,37.8477931,0.04
양지쉐르빌아파트(415-1),가우디캐슬,36.65372039,0.04
양지파크,예성그린,79.00985255,0.08
양천벽산블루밍1단지,양천벽산블루밍3단지,72.41993307,0.07
양천벽산블루밍2단지,대진아파트,85.07523176,0.09
양천벽산블루밍3단지,타워빌,42.77355944,0.04
양평벽산블루밍,오목교벽산블루밍,112.23703794,0.11
양평한신,동양,301.18227137,0.30
양평현대6차,거성파스텔,149.3373038,0.15
어반넥서스,두산베어스타워,119.34842274,0.12
어진재,한신아파트,258.0765722,0.26
에덴,시그마팰리스,218.07974882,0.22
에덴드림,뉴월드빌(16-28),104.06720814,0.10
에덴지우,광남벨라스2차,79.76552611,0.08
에레프,쌍용플레티넘밸류,78.49632724,0.08
에메랄드103동,에메랄드104동,19.2100194,0.02
에메랄드104동,에메랄드103동,19.2100194,0.02
에버그린3동(980-6),은행,26.77492381,0.03
에셀비전21,동부,504.90840663,0.50
에스디펠리체,가락현대투웰브(101동),36.77428818,0.04
에스엠이로빌(379-0),광남아파트101동,40.06318206,0.04
에스엠해그린,동은그랜드,40.52160549,0.04
에스케이,동성네스트빌102,349.08542946,0.35
에스케이북한산시티,벽산라이브파크,386.56052938,0.39
에스케이뷰,피어리스,127.08734208,0.13
에스케이허브젠,에레프,123.07204238,0.12
에스케이허브진,코오롱(1차),94.112465,0.09
에스탑(20-10),호수,264.63713765,0.26
에이스,금호아파트(768),60.52211808,0.06
에이스리버티움,약산,45.86027248,0.05
에이스빌(370-3),희훈리치파크1,133.90054132,0.13
에이아이디차관주택,한신상가,351.83396843,0.35
에이원,방주아크빌,106.08529749,0.11
에이원B둥,(46-220),42.49173653,0.04
에이치비골드빌(102동),에이치비골드빌(103동),24.84380407,0.02
에이치비골드빌(103동),에이치비골드빌(102동),24.84380407,0.02
에코벨리,새한,20.38831807,0.02
에코빌리지,드리밍아파트,28.84272241,0.03
에피소드1,광진동양파라곤2단지,141.13714032,0.14
엔에스,우신,73.39444835,0.07
엘르빌2,서암,86.83988156,0.09
엘르빌2차,래디앙,50.17463949,0.05
엘리스,뉴홍현,202.10870048,0.20
엘리시아,삼정그린코아,209.1076244,0.21
엘리온,대원칸타빌3,83.34684432,0.08
엘림,기정MAY(247-112),28.25945887,0.03
엘림(986-13),용민홈타워빌,62.20753254,0.06
엘림타운,남청파인힐,93.987698,0.09
엘에스타워,레이크시티,62.11349121,0.06
엘엔씨레반트,서안에이스,62.96676,0.06
엘지(214-15),성산힐아파트,285.13225098,0.29
"엘지,쌍용아파트",건영캐스빌,142.39485592,0.14
엘지아파트,북한산대창센시티,191.41169313,0.19
엠그린,강서쌍용예가,62.16197891,0.06
엠브이아파트,반포훼밀리빌,80.3128537,0.08
엠화일비동,DMC파크뷰자이2단지,235.44074172,0.24
엠화일비동,DMC파크뷰자이3단지,235.44074172,0.24
엠화일비동,DMC파크뷰자이4단지,235.44074172,0.24
엠화일비동,DMC파크뷰자이1단지,235.44074172,0.24
엠화일비동,DMC파크뷰자이5단지,235.44074172,0.24
여의도리버뷰,삼두,313.95249027,0.31
여의도씨티아이,내이처해밀,179.13076527,0.18
여의도자이,대우트럼프월드II,122.00116375,0.12
여흥레이크빌,호수임광,71.0061824,0.07
역산미르빌,미랜드,110.37662953,0.11
역산아이지아,응암아네스트,98.36587493,0.10
역삼2차아이파크,트레벨,126.19675597,0.13
역삼IPARK,개나리래미안,99.21030425,0.10
역삼동우정에쉐르1,쌍용플레티넘밸류,102.51068552,0.10
역삼동월드메르디앙,강남한솔,57.21264175,0.06
역삼동프라임,역삼예명,102.85080554,0.10
역삼동하나빌,아크로힐스논현,211.93119961,0.21
역삼디오슈페리움,서초동대우디오빌프라임,107.47072181,0.11
역삼래미안,트레벨,156.58968865,0.16
역삼르비앙1,롯데캐슬노블,70.23165669,0.07
역삼엔스위트1,역삼엔스위트102동,18.12850806,0.02
역삼엔스위트102동,역삼엔스위트1,18.12850806,0.02
역삼예명,역삼동프라임,102.85080554,0.10
역삼우성,로얄팰리스,65.63359807,0.07
역삼우정에쉐르2,우정에쉐르3,61.29768269,0.06
역삼이안애비,역삼이안애에이,19.37850556,0.02
역삼이안애에이,역삼이안애비,19.37850556,0.02
역삼자이,역삼IPARK,131.8509904,0.13
역삼카이스아파트,한스빌(836),91.15772433,0.09
역삼푸르지오,개나리래미안,96.25599891,0.10
역촌,혜승밸라지오,217.66451194,0.22
역촌맨션,연서노벨(463-16),60.50537932,0.06
역촌센트레빌,라이프씨티,102.65794911,0.10
연대JK,대우푸르지오,193.83101017,0.19
연리지,청운퀸즈,58.90662259,0.06
연서노벨(463-16),역촌맨션,60.50537932,0.06
연세,임탑(364)101동,69.18312809,0.07
연세리버빌,연세빌라(102-6),19.92667122,0.02
연세리버빌6차,현대리버빌,105.59436919,0.11
연세빌라(102-6),연세리버빌,19.92667122,0.02
연세힐하우스(Ⅱ),연세빌라(102-6),25.64559436,0.03
연세힐하우스1,청담파라곤Ⅱ2단지,30.91062907,0.03
연지토성,칼라,126.43314749,0.13
연화,백광,172.6999886,0.17
연흥,길성,26.45999094,0.03
연희궁,싸이,80.11478708,0.08
연희베벌리힐즈,베벌리힐즈,55.88198428,0.06
연희아트빌,제이아델리아,173.62123372,0.17
연희에스엠,선명(102동),62.08583397,0.06
연희웨스트팰리스,임광,89.80619462,0.09
