apartment_name,school_name,distance_meters,distance_km
행당한진타운,서울행현초등학교,203.4412755,0.20
행복드림,마장중학교,229.05859503,0.23
행복드림,서울마장초등학교,229.05859503,0.23
행복자,양동중학교,304.52842271,0.30
행복한,경기초등학교,327.151356,0.33
행복한세상,신월중학교,226.54646185,0.23
행운,서울대조초등학교,333.01370435,0.33
향교,서울양천초등학교,92.71838335,0.09
헤렌어반,영원중학교,251.61724507,0.25
헤르만스테이트,서울공릉초등학교,451.20906546,0.45
현대,성일중학교,249.56057846,0.25
"현대(1,2차)",홍은중학교,291.14684194,0.29
현대(148-494),서울번동초등학교,496.47107002,0.50
현대(190-2),신일고등학교,388.25641261,0.39
현대(190-2),신일중학교,388.25641261,0.39
현대(2-4차),오금중학교,250.18191754,0.25
현대(209),서울금천초등학교,217.04208669,0.22
현대(220-2),서울금천초등학교,151.46684133,0.15
현대(3차),서울불암초등학교,120.88151944,0.12
현대(5차),서울가동초등학교,311.7828677,0.31
현대(60동),서울가동초등학교,339.86335753,0.34
현대(62-5),문정고등학교,89.47040128,0.09
현대(6차),서울신가초등학교,429.83132821,0.43
현대(고덕),서울명원초등학교,281.19040875,0.28
현대(고려)아파트,서울공릉초등학교,353.71685466,0.35
현대(관악),서울봉현초등학교,238.31938783,0.24
현대(명일),명일여자고등학교,156.56228689,0.16
현대(힐탑),세종초등학교,134.68549168,0.13
현대1,서울길동초등학교,305.68839114,0.31
현대1(4차),서울수암초등학교,336.41857248,0.34
"현대10차(201,202동)",서울압구정초등학교,514.87341549,0.51
현대13차(208~211동),서울압구정초등학교,352.00437124,0.35
현대13차폴라트리움,서울구남초등학교,329.45610901,0.33
"현대14차(203,204,205,206동)",서울압구정초등학교,433.85893136,0.43
현대1차,문래중학교,189.07241527,0.19
"현대1차(12,13,21,22,31,32,33동)",서울압구정초등학교,294.72230055,0.29
현대1차101동~106동,서울구룡초등학교,286.03870725,0.29
현대1차아파트,둔촌중학교,113.20135648,0.11
현대2,당산서중학교,457.06566884,0.46
현대2(4차),서울수암초등학교,281.31116096,0.28
현대201동,상현중학교,133.54403647,0.13
현대2차,관악고등학교,149.87937324,0.15
"현대2차(10,11,20,23,24,25동)",서울압구정초등학교,294.72230055,0.29
현대3,광양고등학교,177.21277728,0.18
현대3차,신도림고등학교,307.99381971,0.31
현대3차(61~64동),서울압구정초등학교,347.26234257,0.35
현대4,서울선린초등학교,156.46453705,0.16
현대4차,노일중학교,295.47167823,0.30
현대4차저층(51~56동),서울압구정초등학교,72.74237305,0.07
현대5,서울광남초등학교,149.00633393,0.15
"현대5차(71,72동)",서울압구정초등학교,203.12070865,0.20
현대65동(대림아크로빌아파트),서울압구정초등학교,263.55246492,0.26
현대6차,문래중학교,226.99246784,0.23
"현대6차(78~81,83,84,86,87동)",서울압구정초등학교,263.55246492,0.26
현대7,서울가동초등학교,337.72614285,0.34
"현대7차(73~77,82,85동)",서울압구정초등학교,263.55246492,0.26
"현대8(801동,802동)",서울광남초등학교,141.36028517,0.14
현대8(803동),서울광남초등학교,209.30736184,0.21
현대8차(성수현대:91~95동),압구정중학교,240.90071796,0.24
현대ESA2,서초고등학교,325.6360118,0.33
현대I-PARK,경동고등학교,165.89005436,0.17
현대I-PARK,경동고등학교부설방송통신고등학교,165.89005436,0.17
현대강변,광양고등학교,122.71605601,0.12
현대그린,성원중학교,167.75017643,0.17
현대그린1,서울언주초등학교,383.06089514,0.38
현대그린빌,서울마천초등학교,157.00357823,0.16
현대까르띠에710,진선여자중학교,313.13808577,0.31
현대까르띠에710,진선여자고등학교,313.13808577,0.31
현대동궁아파트,서울잠원초등학교,364.96338512,0.36
현대뜨레비앙,서울교동초등학교,175.62281199,0.18
현대레이크빌1,서울송파초등학교,562.3005933,0.56
현대로얄,서울영일초등학교,588.53775029,0.59
현대리노빌102동,장평중학교,42.21459572,0.04
현대리노빌103동,장평중학교,65.23731992,0.07
현대리버빌,서울광장초등학교,717.77542326,0.72
현대리버빌1지구,서울토성초등학교,133.87069761,0.13
현대리버빌2지구,서울토성초등학교,97.37278947,0.10
현대맨션(52-27),서울수유초등학교,90.68480704,0.09
현대맨숀,중경고등학교,470.66975762,0.47
현대멤피스,서울서래초등학교,208.8621381,0.21
현대백조,세륜중학교,182.87365793,0.18
현대벤처빌,창천중학교,263.91315061,0.26
현대벤처빌,서울창천초등학교,263.91315061,0.26
현대비젼21,숙명여자중학교,470.50717428,0.47
현대비젼21,숙명여자고등학교,470.50717428,0.47
현대빌라(43-1),서울언북초등학교,194.61808011,0.19
현대빌라(740-27),서울영일초등학교,428.80287581,0.43
현대빌라트,서울방일초등학교,271.00794392,0.27
현대빌라트(643-23),서울신자초등학교,458.85042303,0.46
현대빌리지,서울교육대학교부설초등학교,178.74871734,0.18
현대상가,동신중학교,405.15546383,0.41
현대상선,구일중학교,152.43181599,0.15
현대서초3,서운중학교,324.32151495,0.32
현대성우,삼각산고등학교,203.62842151,0.20
현대성우아파트,서울공연초등학교,311.35908497,0.31
현대성우주상복합아파트,서울서초초등학교,85.52877675,0.09
현대쉐르빌(302-33),서울애화학교,462.92897068,0.46
현대쉴러하우스,서울방배초등학교,471.98954193,0.47
현대슈퍼빌,서울서일초등학교,587.43299646,0.59
현대썬앤빌601,장평중학교,275.81500599,0.28
현대썬앤빌청계,서울답십리초등학교,294.21767732,0.29
현대아이파크,서울묵현초등학교,164.33566859,0.16
현대아인빌,서울신구초등학교,208.77249887,0.21
현대아트빌,서울금양초등학교,226.44876748,0.23
현대아파트,서울서일초등학교,352.34057963,0.35
현대아파트101동,언주중학교,295.77820571,0.30
현대아파트1동~3동,은광여자고등학교,273.60015362,0.27
현대아파트1동~3동,은성중학교,273.60015362,0.27
현대아파트3,서울개일초등학교,334.91749538,0.33
현대안성타워,서울보광초등학교,312.72712375,0.31
현대연예인,구일고등학교,228.0302861,0.23
현대예술아파트,서울마포초등학교,105.57413052,0.11
현대오티움,대치중학교,404.76104203,0.40
현대오페라하우스,서문여자중학교,136.82000277,0.14
현대오페라하우스,서문여자고등학교,136.82000277,0.14
현대오페라하우스2차,서문여자중학교,168.25448756,0.17
현대오페라하우스2차,서문여자고등학교,168.25448756,0.17
현대웰하임(101동),서울길동초등학교,278.20498084,0.28
현대웰하임(201동),신명중학교,299.01399815,0.30
현대의보아파트,구일중학교,389.6761079,0.39
현대이스트빌,역삼중학교,725.46740194,0.73
현대이에스에이아파트,서초문화예술정보학교,316.89395057,0.32
현대이즈빌,서울사당초등학교,473.77365094,0.47
현대인텔렉스,서울학동초등학교,280.22091875,0.28
현대임페리움,서울서이초등학교,344.08113445,0.34
현대조합,서울창동초등학교,353.01849894,0.35
현대주상복합,방이중학교,62.60402006,0.06
현대주택조합,사당중학교,101.87974817,0.10
현대캐슬,서울화계초등학교,202.51849815,0.20
현대코아,학력인정 정암미용고등학교(2년제),260.25809644,0.26
현대코아아파트,동신중학교,101.73806478,0.10
현대타운,코리아외국인학교,486.56621917,0.49
현대타워,잠실중학교,345.31932327,0.35
현대타워(13층-27층),진선여자중학교,597.10774434,0.60
현대타워(13층-27층),진선여자고등학교,597.10774434,0.60
현대토파즈,성내중학교,485.48708181,0.49
현대파크,서울가곡초등학교,272.65372297,0.27
현대파크(아),남성중학교,289.22162805,0.29
현대파크빌,서울신구로초등학교,141.84099764,0.14
현대파크빌(907-23),월촌중학교,256.92463611,0.26
현대파크빌라트,방산중학교,363.43318043,0.36
현대프라임,서울구남초등학교,472.45736357,0.47
현대프라자,서울영중초등학교,339.94629958,0.34
현대프라자아파트,동신중학교,541.23956295,0.54
현대플라티앙2,한강중학교,468.8161384,0.47
현대플래티앙Ⅰ,한강중학교,476.49183362,0.48
현대하이츠,서울성산초등학교,217.14445883,0.22
현대하이페리온,오산중학교,573.90536076,0.57
현대하이페리온,오산고등학교,573.90536076,0.57
현대하이페리온II,오산중학교,709.5273858,0.71
현대하이페리온II,오산고등학교,709.5273858,0.71
현대한강,서울한강초등학교,697.73775845,0.70
현대한강빌라,서울청담초등학교,442.85201599,0.44
현대향목빌라트,도곡중학교,420.37379695,0.42
현대홈타운,서울개봉초등학교,397.55932843,0.40
현대홈타운(923-2),서울신강초등학교,376.57034507,0.38
현대홈타운12차,광장중학교,265.09546395,0.27
현대홈타운2,서울영화초등학교,243.42027169,0.24
현대홈타운2차,장평중학교,207.79888608,0.21
현대홈타운3차,동국대학교사범대학부속중학교,413.78950233,0.41
현대홈타운3차,동국대학교사범대학부속고등학교,413.78950233,0.41
현대홈타운스위트,항동중학교,160.48679469,0.16
현대홈타운스위트103,방산중학교,176.50787948,0.18
현대홈타운스위트105,방산중학교,193.96111711,0.19
현대홈타운아파트,서울신도림초등학교,97.62003681,0.10
현대휴먼터치빌,서울논현초등학교,705.0905209,0.71
현대휴앤미,중화고등학교,205.97413262,0.21
현대휴온,서울중목초등학교,249.41082108,0.25
현대힐스테이트2단지,서울정애학교,262.82735729,0.26
현암B동,서울구로남초등학교,257.23910428,0.26
현재맨션,서울은평초등학교,94.21109035,0.09
현재트윈빌,선정고등학교,227.78050315,0.23
현재트윈빌,선정국제관광고등학교,227.78050315,0.23
현재트윈빌,선정중학교,227.78050315,0.23
현진아파트,서울창동초등학교,174.60324675,0.17
현진에버빌,서울조원초등학교,297.67695456,0.30
현진에버빌2,서울동교초등학교,496.21444663,0.50
현진에스페랑스,동신중학교,337.18530468,0.34
형우럭스빌,경기고등학교,303.84205305,0.30
형우베스트빌3차,지구촌기독외국인학교,259.56273933,0.26
형인한강,서울영본초등학교,397.83945688,0.40
형인허브빌,성덕고등학교,402.23855657,0.40
형인허브빌,성덕여자중학교,402.23855657,0.40
형인허브빌(450-4),장평중학교,453.29215679,0.45
형인허브빌101동(417-3),서울군자초등학교,373.28026104,0.37
형인허브빌102동(417-11),서울군자초등학교,350.87207912,0.35
형인허브빌2차(566),서울안평초등학교,429.40821001,0.43
형인허브빌아파트,서울신명초등학교,239.13319722,0.24
형인허브빌아파트301동,서울안평초등학교,138.12065022,0.14
형인휴아름,서울우이초등학교,702.27826584,0.70
형제,방화중학교,194.76233447,0.19
형진,서울상신초등학교,310.03475311,0.31
혜당,서울삼광초등학교,267.48882744,0.27
혜성,한세사이버보안고등학교,337.96082943,0.34
혜승밸라지오,예일디자인고등학교,295.13022117,0.30
혜승밸라지오,예일초등학교,295.13022117,0.30
혜승밸라지오,예일여자중학교,295.13022117,0.30
혜승밸라지오,예일여자고등학교,295.13022117,0.30
호동,서울장안초등학교,230.19517441,0.23
호림리슈리안,서울갈현초등학교,279.99492534,0.28
호산프라자,서울삼릉초등학교,381.29499328,0.38
호수,서울송파초등학교,432.09043785,0.43
호수1차A동,예림디자인고등학교,195.12481021,0.20
호수1차A동,오류고등학교,195.12481021,0.20
호수2차B동,오류고등학교,201.2188392,0.20
호수2차B동,예림디자인고등학교,201.2188392,0.20
호수임광,서울송파초등학교,522.9665904,0.52
호용그린피아,서울우장초등학교,214.73310256,0.21
호정빌라트,서울영희초등학교,252.64593891,0.25
호정타워,서울금나래초등학교,485.99920642,0.49
홍릉동부,서울삼육초등학교,435.24122342,0.44
홍실아파트,서울봉은초등학교,98.46595217,0.10
홍연,서울홍연초등학교,779.75794342,0.78
홍연(723-9),연북중학교,537.38869372,0.54
홍은동벽산,서울홍제초등학교,217.37797286,0.22
홍은동아더프라임,서울홍제초등학교,442.51865726,0.44
홍은동풍림아이원,상명대학교사범대학부속여자고등학교,600.5754298,0.60
홍은동풍림아이원,상명대학교사범대학부속여자중학교,600.5754298,0.60
홍은드림아파트,정원여자중학교,369.52700953,0.37
홍은미성,홍은중학교,207.84701595,0.21
홍은센트레빌,홍은중학교,618.07735888,0.62
홍익,서울상신초등학교,308.44985556,0.31
홍익봄마을,가락고등학교,92.73679992,0.09
홍익봄마을(102동),서울장안초등학교,183.15997178,0.18
홍익아파트,한서고등학교,161.60847602,0.16
홍익한신,서울동명초등학교,201.97762574,0.20
홍일,서울인왕초등학교,78.53652233,0.08
홍제맨션,서울고은초등학교,296.5017632,0.30
홍제비콘드림힐,인왕중학교,272.88081308,0.27
홍제삼성래미안,서울안산초등학교,121.13603237,0.12
홍제원현대(459-0),서울인왕초등학교,509.17866688,0.51
홍제한양,서울고은초등학교,323.7791701,0.32
홍제현대,서울인왕초등학교,337.33971144,0.34
홍파,서울홍파초등학교,107.37984264,0.11
홍해오크펠리스3차,장평중학교,383.05296124,0.38
화계맨숀,혜화여자고등학교,306.37773378,0.31
화곡1차보람더하임,서울월정초등학교,391.03679759,0.39
화곡3차보람,신정여자중학교,185.85378034,0.19
