apartment_name,school_name,distance_meters,distance_km
상산노블레스빌,명덕고등학교,131.82470479,0.13
상상프리,둔촌고등학교,418.92161092,0.42
상수동월드메르디앙,서울서강초등학교,527.22243318,0.53
상수두산위브,서울서강초등학교,301.15465204,0.30
상아,중평중학교,201.25186891,0.20
상아1차아파트,서울창원초등학교,253.32125468,0.25
상아2차아파트,서울창동초등학교,225.26829913,0.23
상아빌라트,서울삼릉초등학교,222.13708093,0.22
상아아름,서울신강초등학교,79.82271526,0.08
상암마젤란21,서울망원초등학교,219.73389711,0.22
상암월드컵파크10단지,서울하늘초등학교,117.10762693,0.12
상암월드컵파크11단지,서울하늘초등학교,194.8230415,0.19
상암월드컵파크12단지,서울하늘초등학교,81.52677958,0.08
상암월드컵파크2단지,서울상암초등학교,166.58842708,0.17
상암월드컵파크3단지,서울상암초등학교,445.69811118,0.45
상암월드컵파크4단지,상암중학교,182.32391107,0.18
상암월드컵파크5단지,상암중학교,189.47021022,0.19
상암월드컵파크6단지,상암고등학교,185.33575864,0.19
상암월드컵파크7단지,상암고등학교,175.34438814,0.18
상암월드컵파크9단지,서울하늘초등학교,291.85983449,0.29
상우,경인고등학교,469.36419684,0.47
상지리츠빌(1),서울고등학교,277.76400021,0.28
상지리츠빌(10),서울고등학교,97.99135145,0.10
상지리츠빌(127-16),서울청담초등학교,691.59831959,0.69
상지리츠빌(1617-13),서울서일초등학교,285.14051405,0.29
상지리츠빌(3),서울고등학교,146.38663611,0.15
상지리츠빌(4),서울고등학교,250.35925293,0.25
상지리츠빌(6),서울고등학교,198.56503923,0.20
상지리츠빌(73-10),서울프랑스학교,304.09757459,0.30
상지리츠빌(73-2),서울프랑스학교,319.54974337,0.32
상지리츠빌1,방배중학교,259.53504859,0.26
상지리츠빌10차,서울청담초등학교,459.22412648,0.46
상지리츠빌4A,서울청담초등학교,266.46340383,0.27
상지리츠빌4B,서울청담초등학교,263.38730237,0.26
상지리츠빌4차(843-13),방배중학교,351.55370783,0.35
상지리츠빌5A,서울청담초등학교,637.69906744,0.64
상지리츠빌6,서울청담초등학교,453.11475793,0.45
상지리츠빌6차,방배중학교,321.9738032,0.32
상지리츠빌8차,서울서래초등학교,313.58182559,0.31
상지리츠빌역삼2차,역삼중학교,213.08726655,0.21
상지리츠빌장충동카일룸,서울장충초등학교,397.21561918,0.40
상지리츠빌카일룸(1009-4),서울대현초등학교,475.06793617,0.48
상지리츠빌카일룸(65-4),서울정애학교,364.12327399,0.36
상지리츠빌카일룸3차,서울청담초등학교,799.06606702,0.80
상지카일룸,서울청담초등학교,814.45248633,0.81
상진,신서고등학교,446.89578867,0.45
상진아파트,누리학교,307.28330091,0.31
상진지오밸리가동,서울정목초등학교,301.33355318,0.30
상진지오밸리나동,서울정목초등학교,319.25351823,0.32
상진지오벨리,신화중학교,191.52036988,0.19
상진지오벨리A,서울독산초등학교,337.3347091,0.34
상진지오벨리B,서울독산초등학교,342.62219304,0.34
새롬,서울신강초등학교,260.19445676,0.26
새롬(1164-13),서울포이초등학교,296.12577026,0.30
새롬(1164-14),서울포이초등학교,290.53108514,0.29
새롬트윈스아파트(A동),천호중학교,98.21562154,0.10
새마을,경성중학교,289.80595844,0.29
새마을,홍익디자인고등학교,289.80595844,0.29
새마을,경성고등학교,289.80595844,0.29
새서울맨션,신동중학교,488.20983014,0.49
새솔금호,구로고등학교,128.1214501,0.13
새신아,서울내발산초등학교,280.78635761,0.28
새울센스빌아파트,서울공릉초등학교,378.44350532,0.38
새진(1619-27),서울인헌초등학교,313.30124374,0.31
새진(1653-10),인헌중학교,262.47956751,0.26
새진3차,서울인헌초등학교,332.46628244,0.33
새진4차,인헌중학교,430.96835442,0.43
새진5차,인헌중학교,424.03114458,0.42
새진6차,인헌중학교,428.05637991,0.43
새진7차,인헌중학교,421.40212346,0.42
새천년드림,서울구산초등학교,201.7206917,0.20
새티스,서울매헌초등학교,378.299925,0.38
새티스(402-10),서울포이초등학교,549.08321625,0.55
새티스2,서울신중초등학교,142.7807667,0.14
새한,서울신사초등학교,314.78356698,0.31
새한올림픽,서울체육고등학교,382.21736933,0.38
새한올림픽,서울체육중학교,382.21736933,0.38
샘터마을,밀알학교,173.90262535,0.17
샤인,강현중학교,165.41684715,0.17
샤인빌(A동),동신중학교,376.07644165,0.38
샤인팰리스,신월중학교,88.01604265,0.09
샤인힐,서울정덕초등학교,167.88999839,0.17
샹그레빌,서울대학교사범대학부설중학교,216.02832749,0.22
샹보르,서울서이초등학교,298.71217726,0.30
서강1차(1동),홍은중학교,312.79445507,0.31
서강2차(2동),홍은중학교,410.78333207,0.41
서강GS,신수중학교,344.25177854,0.34
서강스카이빌,신진과학기술고등학교,264.60699309,0.26
서강스카이빌2,신진과학기술고등학교,138.57799071,0.14
서강스카이빌3(116-24),서울은명초등학교,128.38008108,0.13
서강예가,서울서강초등학교,179.78362597,0.18
서강오벨리스크스위트,신수중학교,223.42566913,0.22
서경아파트,방산고등학교,337.37629942,0.34
서경하누리아파트,서울공연초등학교,426.54847353,0.43
서광,서울한천초등학교,466.52082088,0.47
서광등촌마을아파트,경서중학교,374.50751316,0.37
서광아침의빛,서울안평초등학교,167.66995035,0.17
서광아파트,서울언북초등학교,385.18573742,0.39
서광프리메라,서울우장초등학교,256.9175518,0.26
서교푸르지오,서울서교초등학교,135.19791388,0.14
서라벌,서울개운초등학교,95.75944685,0.10
서래루체,서울프랑스학교,274.19441407,0.27
서로퍼스트빌,공릉중학교,486.05612749,0.49
서리풀e편한세상,서울방일초등학교,151.3597423,0.15
서린,서초중학교,424.30297382,0.42
서림골드,서울화곡초등학교,382.30415807,0.38
서부사이버,정원여자중학교,199.14593474,0.20
서부인터빌아파트,서울신월초등학교,66.88046296,0.07
서서울삼성,아현산업정보학교,124.68785383,0.12
서소문,서울미동초등학교,229.97094211,0.23
서안,서울역촌초등학교,352.31550251,0.35
서안에이스,영락중학교,392.81259079,0.39
서암,홍익디자인고등학교,280.69623872,0.28
서암,경성고등학교,280.69623872,0.28
서암,경성중학교,280.69623872,0.28
서울,여의도고등학교,340.25146473,0.34
서울가든,양강중학교,95.95433953,0.10
서울대역마에스트로,서울원당초등학교,452.24827891,0.45
서울대역해담채,서울청룡초등학교,342.0753308,0.34
서울대입구삼성,서울청룡초등학교,94.74466135,0.09
서울대입구아이원(1560-61),영락의료과학고등학교,200.70049134,0.20
서울대입구아이원(1560-61),영락고등학교,200.70049134,0.20
서울대입구아이원(1560-62),영락고등학교,197.36582078,0.20
서울대입구아이원(1560-62),영락의료과학고등학교,197.36582078,0.20
서울맨션,서울고은초등학교,203.84554643,0.20
서울숲 한신 더 휴,서울행당초등학교,256.20550153,0.26
서울숲2차푸르지오,서울옥수초등학교,205.03936847,0.21
서울숲금강아미움,서울성수초등학교,377.14304082,0.38
서울숲대림,서울경일초등학교,168.10366746,0.17
서울숲더샵,서울온라인학교,145.92281254,0.15
서울숲리버그린동아아파트,광희중학교,358.63036837,0.36
서울숲삼부아파트,서울행당초등학교,399.99253909,0.40
서울숲성수현대,성수고등학교,255.72254429,0.26
서울숲성수현대,성수중학교,255.72254429,0.26
서울숲아이파크,서울송원초등학교,141.70201701,0.14
서울숲푸르지오,서울옥수초등학교,72.53185786,0.07
서울숲한성,동마중학교,128.50867051,0.13
서울숲한양현대,경일중학교,189.41162943,0.19
서울숲한양현대,경일고등학교,189.41162943,0.19
서울숲해오름(717-0),서울경동초등학교,459.12966746,0.46
서울숲행당푸르지오,무학중학교,280.91537007,0.28
서울역디오빌,서울봉래초등학교,233.01563254,0.23
서원,도봉중학교,419.42582948,0.42
서원빌라,서울구로남초등학교,161.2842465,0.16
서원파인뷰(102동),해누리중학교,238.78000898,0.24
서원파인뷰(102동),서울해누리초등학교,238.78000898,0.24
서원힐탑,세종초등학교,128.15259835,0.13
서일이츠뷰,서울공연초등학교,40.35341857,0.04
서진프라자아파트,서울한천초등학교,369.08950851,0.37
서초,서울매헌초등학교,131.94277079,0.13
서초1차e-편한세상,서울신중초등학교,251.34983033,0.25
서초2차e-편한세상,서초중학교,91.14158418,0.09
서초3차e편한세상,서울신중초등학교,220.80167802,0.22
서초4현대,서울원명초등학교,81.43724026,0.08
서초5차e편한세상,서울신중초등학교,188.8347786,0.19
서초교대e편한세상,서울원명초등학교,455.78828228,0.46
서초그린,서울삼성초등학교,95.43363597,0.10
서초극동스타클래스,서울서일초등학교,295.14084844,0.30
서초금호어울림,서울신중초등학교,272.09501989,0.27
서초네스피아B,서울신중초등학교,68.44569542,0.07
서초네이처힐1단지,영동중학교,530.51748443,0.53
서초네이처힐2단지,영동중학교,465.67656497,0.47
서초네이처힐3단지,서울우면초등학교,230.69733048,0.23
서초네이처힐4단지,서울우면초등학교,192.78513015,0.19
서초네이처힐6단지,서울우면초등학교,436.29971474,0.44
서초네이처힐7단지,서울우면초등학교,466.90846927,0.47
서초노빌리에,서울교육대학교부설초등학교,210.37790843,0.21
서초녹원,서울교육대학교부설초등학교,259.26431965,0.26
서초대우,상문고등학교,216.38689227,0.22
서초대우아이빌,서울교육대학교부설초등학교,431.96591186,0.43
서초더샵포레,서울언남초등학교,313.30826408,0.31
서초동대우디오빌프라임,서울역삼초등학교,287.58576063,0.29
서초동롯데캐슬리버티,서울교육대학교부설초등학교,402.05838172,0.40
서초동삼성쉐르빌2,서운중학교,295.63310857,0.30
서초동아,서초중학교,172.72542731,0.17
서초동아이파크,서울서일초등학교,105.70369424,0.11
서초동아타워,서운중학교,238.72741859,0.24
서초동에지앙,서운중학교,341.00181088,0.34
서초동현대리츠빌,서초문화예술정보학교,148.80223053,0.15
서초두산위브2,서초고등학교,291.76617418,0.29
서초두산위브트레지움,서일중학교,218.24168636,0.22
서초래미안,서울원명초등학교,291.83814092,0.29
서초레몬,서울교육대학교부설초등학교,549.97380803,0.55
서초로얄,서울교육대학교부설초등학교,284.78023247,0.28
서초로즈힐,서초중학교,130.47586073,0.13
서초롯데캐슬84,서울교육대학교부설초등학교,317.50974167,0.32
서초롯데캐슬프레지던트,서일중학교,364.15633928,0.36
서초리젠,서울서일초등학교,244.89670669,0.24
서초벽산블루밍,서울서일초등학교,347.33725323,0.35
서초삼성래미안,서운중학교,409.22996483,0.41
서초쌍용플래티넘,서울서일초등학교,448.25939023,0.45
서초아크빌,서울교육대학교부설초등학교,231.27723203,0.23
서초아트빌,서초문화예술정보학교,328.45853632,0.33
서초아트자이,서초중학교,208.37999999,0.21
서초아파트,서초문화예술정보학교,103.95464855,0.10
서초에스케이뷰,서초중학교,184.58843311,0.18
서초예성그린캐슬,서울교육대학교부설초등학교,383.88206884,0.38
서초우방유쉘,서울교육대학교부설초등학교,388.46853024,0.39
서초이에스에이3차,상문고등학교,196.73968157,0.20
서초이오빌,서초중학교,345.54212201,0.35
서초자연인아파트(101동),서초문화예술정보학교,218.24550025,0.22
서초자연인아파트(102동),서초문화예술정보학교,235.90345066,0.24
서초자이,서울서일초등학교,172.23334152,0.17
서초중흥S-클래스(도시형생활주택),서울신중초등학교,391.0889575,0.39
서초지웰,서초중학교,419.73777301,0.42
서초코아,서울신중초등학교,154.37938378,0.15
서초타운트라팰리스,서운중학교,293.06334084,0.29
서초타워시티빌,서울서초초등학교,113.4250735,0.11
서초태동스위트,서울교육대학교부설초등학교,412.87731791,0.41
서초트라팰리스,서초문화예술정보학교,197.335565,0.20
서초트레져,서울고등학교,124.76139492,0.12
서초파라곤,서운중학교,277.82022919,0.28
서초파레스,서울문성초등학교,481.29998385,0.48
서초파크빌,서울매헌초등학교,128.18012437,0.13
서초포레스타2단지,서울언남초등학교,146.0600239,0.15
서초포레스타3단지,서울언남초등학교,246.51893993,0.25
서초포레스타5단지,내곡중학교,250.01006003,0.25
서초포레스타6단지,내곡중학교,260.21190674,0.26
서초포레스타7단지,내곡중학교,433.05411087,0.43
서초프라임빌(1566-9),서울교육대학교부설초등학교,224.84020925,0.22
서초프레스턴,서초고등학교,221.92680246,0.22
서초한빛삼성,서초고등학교,280.51287373,0.28
서초한신,서울신중초등학교,533.30975836,0.53
서초한신리빙타워,서초중학교,154.72478784,0.15
서초한일,서운중학교,323.97896729,0.32
서초한일유앤아이주상복합,서울서초초등학교,477.53521696,0.48
서초현대,서울교육대학교부설초등학교,420.2186688,0.42
서초현대타워아파트,서울서초초등학교,387.69223721,0.39
서초호반써밋,서울우솔초등학교,537.93539412,0.54
서초화원그랑빌,서초중학교,221.03190959,0.22
서초힐스,서울우솔초등학교,111.85745952,0.11
서해그랑블,성베드로학교,295.32247517,0.30
서희스타힐스,상도중학교,308.56430312,0.31
서희융창,서울방현초등학교,110.22443623,0.11
석관래미안,서울석관초등학교,445.95304786,0.45
석촌,배명고등학교,340.44881078,0.34
석촌,배명중학교,340.44881078,0.34
석촌호수효성해링턴타워,서울송전초등학교,528.1422837,0.53
석탑,서울신내초등학교,163.25396982,0.16
석탑아파트101동,서울언북초등학교,297.34656139,0.30
선결,서울북가좌초등학교,69.59904779,0.07
선경,서울청룡초등학교,392.80483991,0.39
선경(127),서울일신초등학교,300.01137965,0.30
선경1차(1동-7동),서울대치초등학교,107.02672163,0.11
선경2차(8동-12동),서울대치초등학교,107.02672163,0.11
선경3차,단국대학교사범대학부속중학교,323.40717977,0.32
선경3차,단국대학교부속소프트웨어고등학교,323.40717977,0.32
선경3차,단국대학교사범대학부속고등학교,323.40717977,0.32
선경빌라트,홍익디자인고등학교,314.95942699,0.31
선경빌라트,경성중학교,314.95942699,0.31
선경빌라트,경성고등학교,314.95942699,0.31
선경에버빌,언남중학교,299.12284349,0.30
선광,성내중학교,302.62433351,0.30
선덕빌라트아파트,서울초당초등학교,133.8335063,0.13
선릉역대우아이빌(890-49),진선여자중학교,377.87616116,0.38
선릉역대우아이빌(890-49),진선여자고등학교,377.87616116,0.38
선릉역풍림아이원레몬,진선여자중학교,354.41253573,0.35
선릉역풍림아이원레몬,진선여자고등학교,354.41253573,0.35
선명(101동),서연중학교,670.93309076,0.67
선명(102동),서연중학교,648.61407412,0.65
선사현대아파트,서울신암초등학교,291.32465925,0.29
선영베스트,방배중학교,500.06030642,0.50
선우쉐르빌,세종과학고등학교,470.8247968,0.47
선우아파트,서울수리초등학교,296.91396181,0.30
선원가와인,서울우신초등학교,183.94699418,0.18
선유도삼성홈타운,서울목원초등학교,561.55002178,0.56
선일크라시아,장평중학교,481.11664181,0.48
선정(178),서울증산초등학교,299.4141599,0.30
선정(348-12),서울서신초등학교,252.13646671,0.25
선정(35-2),서울신사초등학교,240.28180382,0.24
선화아파트,서울광진초등학교,426.91997696,0.43
설록,서문여자고등학교,547.70992965,0.55
설록,서문여자중학교,547.70992965,0.55
설악솔내음,서울문성초등학교,395.26725152,0.40
성광,서울신정초등학교,614.52301635,0.61
성광빌딩,신도림중학교,69.05707772,0.07
성내1차e-편한세상,서울성일초등학교,457.06116847,0.46
성내2차e-편한세상,서울성내초등학교,485.46034622,0.49
성내3차e-편한세상,동신중학교,549.69562268,0.55
성내동대성,광성하늘빛학교,241.70243487,0.24
성내동삼성아파트,서울성일초등학교,243.68211949,0.24
성대아파트,서울상도초등학교,373.20054723,0.37
성덕,서울수유초등학교,228.94759504,0.23
성도아트빌,서울망우초등학교,137.81813786,0.14
성동강변파크빌101(강변타워),서울구남초등학교,93.11241711,0.09
성동레인보우,서울영풍초등학교,275.2692156,0.28
성동리버뷰,서울송원초등학교,121.68194609,0.12
성락,서울도신초등학교,129.42887569,0.13
성림(390-5),서울동답초등학교,336.4054912,0.34
성보,서울정목초등학교,363.29082829,0.36
성북,서울다원학교,256.27347382,0.26
성북맨션,서울선곡초등학교,474.77290092,0.47
성북역신도브래뉴,광운인공지능고등학교,490.05575906,0.49
성북역신도브래뉴,광운중학교,490.05575906,0.49
성북좋은,삼선중학교,242.60099336,0.24
성북프라자,성암여자중학교,259.31639211,0.26
성북프라자,성암국제무역고등학교,259.31639211,0.26
성북힐스테이트(101동),숭곡중학교,235.51462457,0.24
성북힐스테이트(102동),숭곡중학교,298.04073982,0.30
성사1차풍림아파트101동,성사중학교,51.27607468,0.05
성산,서울구로남초등학교,135.94060864,0.14
성산2차e-편한세상,한국우진학교,205.90187141,0.21
성산동성,서울성원초등학교,239.86111217,0.24
성산동자담이움아파트,서울성서초등학교,145.56744868,0.15
성산시영(대우),중암중학교,134.50047226,0.13
성산시영(선경),중암중학교,134.50047226,0.13
성산시영(유원),중암중학교,134.50047226,0.13
성산월드타운대림,서울신북초등학교,385.4783085,0.39
성산힐아파트,서울성서초등학교,221.90062506,0.22
성삼하이츠,서울동구로초등학교,137.98323941,0.14
성수1차대우아파트,서울성수초등학교,243.13296379,0.24
성수동두산위브,경수중학교,270.91392753,0.27
성수우방2차아파트,서울경동초등학교,536.53426327,0.54
성수파크빌,성수중학교,158.72243803,0.16
성수파크빌,성수고등학교,158.72243803,0.16
성신,숭문중학교,303.65314186,0.30
성신,숭문고등학교,303.65314186,0.30
성아1,지구촌기독외국인학교,394.92679957,0.39
성안마을청구,서울성내초등학교,183.81497065,0.18
성암,충암초등학교,306.61516916,0.31
성암,충암중학교,306.61516916,0.31
성암,충암고등학교,306.61516916,0.31
성영,서울영풍초등학교,424.51048795,0.42
성옥,서울방화초등학교,235.00059706,0.24
성요셉,서울의료보건고등학교,258.13170057,0.26
성용,서울창신초등학교,438.23256077,0.44
성우,서울강서초등학교,181.325683,0.18
성우2차아파트,당곡고등학교,317.03472509,0.32
성우아파트,추계초등학교,194.86262067,0.19
성우아파트,중앙여자중학교,194.86262067,0.19
성우아파트,중앙여자고등학교,194.86262067,0.19
성웅,문성중학교,310.03111657,0.31
성원,서울중곡초등학교,532.28745141,0.53
성원(1115-1),서울신대림초등학교,83.63658674,0.08
성원(650),서울신영초등학교,317.95397749,0.32
성원(사슴4),서울녹천초등학교,114.46157815,0.11
성원1,서울동교초등학교,197.24509812,0.20
성원105동,서울방학초등학교,421.66083888,0.42
성원2,서울등마초등학교,177.86821412,0.18
성원그린(103동),서울백운초등학교,260.57680269,0.26
성원나이스,서울사당초등학교,578.59129102,0.58
성원대치2단지아파트,서울대진초등학교,392.80533198,0.39
성원상떼빌,서울평화초등학교,431.72228439,0.43
성원쌍떼빌,선화예술중학교,556.54689193,0.56
성원쌍떼빌,선화예술고등학교,556.54689193,0.56
성원쌍떼빌팰리스,연북중학교,192.9080327,0.19
성원아파트,서울방학초등학교,349.56474989,0.35
성원하이츠(C동),백운중학교,358.31142575,0.36
성인아파트,성덕여자중학교,238.4765103,0.24
성인아파트,성덕고등학교,238.4765103,0.24
성일우리미,서울개운초등학교,98.87078959,0.10
성재,서울신강초등학교,506.14998293,0.51
성재I캐슬2차,서울영동초등학교,60.45722904,0.06
성재세인트,서울영상고등학교,488.58553736,0.49
성재센트리움,서울신강초등학교,514.28368415,0.51
성재센트리움아파트,서울신월초등학교,237.89572501,0.24
성재센트리움아파트(343-35),서울신정초등학교,601.59696139,0.60
성재아이캐슬,서울영동초등학교,23.37419322,0.02
성지,서울염리초등학교,144.96705293,0.14
성지라빌레뜨(845-1),방배중학교,283.79828821,0.28
성진리버타운,중화중학교,305.22465748,0.31
성진준빌라트,원촌중학교,566.05281214,0.57
성해,서울문정초등학교,298.85402259,0.30
성현,서울서신초등학교,266.25303582,0.27
성호그린,서울신강초등학교,397.4263382,0.40
성호메이플라워멤버스빌,영림중학교,68.44951932,0.07
세곡리엔파크(3단지),서울대왕초등학교,123.88644949,0.12
세곡푸르지오,서울세명초등학교,284.8954397,0.28
세광,서울망원초등학교,36.80751487,0.04
세라,서울연가초등학교,395.70012144,0.40
세레노,서울봉현초등학교,158.06496066,0.16
세림,서울사근초등학교,359.04572368,0.36
세림리오빌,서울광진학교,185.65453255,0.19
세림아파트,서울신강초등학교,468.17252944,0.47
세림아파트(43-71),학력인정 신동신중학교(2년제),233.97424575,0.23
세림아파트(43-71),학력인정 신동신중.정보산업고등학교,233.97424575,0.23
세림아파트(43-71),학력인정 신동신정보산업고등학교(2년제),233.97424575,0.23
세명,수송중학교,271.30059372,0.27
세모,서울면목초등학교,224.11106001,0.22
세민HIPARK,서울녹번초등학교,210.01038679,0.21
세방,원묵고등학교,173.21640033,0.17
세방리버하이빌,서울원효초등학교,219.66008716,0.22
세방하이빌1,역삼중학교,533.22860302,0.53
세방하이빌2,역삼중학교,512.40085501,0.51
세심,영일고등학교,155.12127393,0.16
세심아파트,서울정심초등학교,192.73670808,0.19
세아쎄닛빌,강신중학교,362.74300609,0.36
세양,서울구남초등학교,152.11011122,0.15
세양(453-4),서울신정초등학교,75.47352257,0.08
세양(453-5),서울신정초등학교,94.24955139,0.09
세양아르비채102동,서울방배초등학교,410.84862835,0.41
세양청마루,서울선곡초등학교,349.9323794,0.35
세양청마루2차주상복합,서울은정초등학교,395.64946095,0.40
세연파크뷰,서울도곡초등학교,361.19568541,0.36
세영,증산중학교,268.16580196,0.27
세영아파트,서울공릉초등학교,314.16594637,0.31
세영팔레스타운,서울대현초등학교,315.33164004,0.32
세왕,공항중학교,318.61297496,0.32
세원,서울묵현초등학교,41.16073753,0.04
세원아파트,서울방이초등학교,112.7403567,0.11
세제뉴타운,서울강서초등학교,289.86254153,0.29
세종,서울덕수초등학교,330.07621898,0.33
세종그랑시아,대일고등학교,118.25027762,0.12
세종레디안,서울신사초등학교,421.22156317,0.42
세종로대우,서울덕수초등학교,427.44897414,0.43
세진,신화중학교,296.01904101,0.30
세진(1037-31),서울독산초등학교,196.93797621,0.20
세진웰빙101,서울정심초등학교,334.01416227,0.33
세한(410-150),서울화일초등학교,424.43290914,0.42
세한숲속마을,홍은중학교,512.08309658,0.51
세호시티라이프,서울논현초등학교,273.79798357,0.27
세화샤이닝1,예일디자인고등학교,226.29437845,0.23
세화샤이닝1,예일초등학교,226.29437845,0.23
세화샤이닝1,예일여자중학교,226.29437845,0.23
세화샤이닝1,예일여자고등학교,226.29437845,0.23
세화샤이닝2,예일여자중학교,272.46627621,0.27
세화샤이닝2,예일초등학교,272.46627621,0.27
세화샤이닝2,예일여자고등학교,272.46627621,0.27
세화샤이닝2,예일디자인고등학교,272.46627621,0.27
센시티16,서울답십리초등학교,292.47772844,0.29
센츄럴(438-2),서울체육중학교,409.00653049,0.41
센츄럴(438-2),서울체육고등학교,409.00653049,0.41
센츄럴(438-6),서울체육중학교,417.94304856,0.42
센츄럴(438-6),서울체육고등학교,417.94304856,0.42
센츄리,서울덕의초등학교,470.06825017,0.47
센타폴리스,서울역촌초등학교,213.71491932,0.21
센트럴타워,용화여자고등학교,308.1309505,0.31
센트럴힐,서울숭례초등학교,277.44835262,0.28
센트레빌아스테리움서울,서울삼광초등학교,527.85754923,0.53
센트로힐,번동중학교,249.20262081,0.25
소담빌,서울상계초등학교,264.83094795,0.26
소망,서울역촌초등학교,251.091494,0.25
솔렌시아,서울영풍초등학교,409.37694022,0.41
솔루테아파트,서울중랑초등학교,136.5320373,0.14
솔본,서울사당초등학교,374.73170485,0.37
송광(484-103),서울연광초등학교,275.56161817,0.28
송도그린빌B동,신연중학교,234.15072891,0.23
송림아마레스아파트,서울대학교사범대학부설여자중학교,262.83868158,0.26
송림아마레스아파트,서울대학교사범대학부설초등학교,262.83868158,0.26
송민,서울신강초등학교,512.73925035,0.51
송산아파트,삼선중학교,240.16088126,0.24
송암,광운중학교,61.85896895,0.06
송암,광운인공지능고등학교,61.85896895,0.06
송이월드A동,서울노일초등학교,392.16270557,0.39
송이월드B동,서울노일초등학교,377.31447686,0.38
송정,서울중대초등학교,78.11382733,0.08
송정제이빌101동,서울송정초등학교,234.42738762,0.23
송정제이빌102동,서울송정초등학교,213.13947188,0.21
송주보르미타운,서울동교초등학교,259.6254188,0.26
송천센트레빌,영훈초등학교,293.84899961,0.29
송천센트레빌,영훈고등학교,293.84899961,0.29
송천센트레빌,영훈국제중학교,293.84899961,0.29
송촌,서울염동초등학교,291.70798563,0.29
송파Nsuite,서울평화초등학교,430.91878498,0.43
송파더센트레,송례중학교,173.99298561,0.17
송파동부쎈트레빌,서울가락초등학교,147.73210033,0.15
송파삼성래미안아파트,가락중학교,265.9054242,0.27
송파자연채,서울영풍초등학교,371.24167019,0.37
송파파인타운10단지,문현중학교,382.96978979,0.38
송파파인타운11단지,학력인정 한림초등학교(4년제),215.71689573,0.22
송파파인타운12단지,학력인정 한림초등학교(4년제),340.47221637,0.34
송파파인타운13단지,문현중학교,386.16693654,0.39
송파파인타운1단지,학력인정 한림중학교(2년제),246.97636987,0.25
송파파인타운1단지,학력인정 한림실업고등학교(2년제),246.97636987,0.25
송파파인타운1단지,학력인정 한림연예예술고등학교,246.97636987,0.25
송파파인타운2단지,서울문현초등학교,159.19584384,0.16
송파파인타운3단지,학력인정 한림연예예술고등학교,140.70893572,0.14
송파파인타운3단지,학력인정 한림실업고등학교(2년제),140.70893572,0.14
송파파인타운3단지,학력인정 한림중학교(2년제),140.70893572,0.14
송파파인타운4단지,문현고등학교,92.94332587,0.09
송파파인타운5단지,문현중학교,161.94057027,0.16
송파파인타운6단지,한국육영학교,209.20325722,0.21
송파파인타운7단지,문현중학교,271.26202014,0.27
송파파인타운8단지,문현중학교,142.56586843,0.14
송파파인타운9단지,문현중학교,267.76537707,0.27
송파파크데일1단지,서울마천초등학교,688.07269719,0.69
송파파크데일2단지,서울마천초등학교,544.57916532,0.54
송파해모로아파트,서울토성초등학교,247.1912701,0.25
송파현대힐스테이트,영파여자고등학교,217.90878308,0.22
송파현대힐스테이트,영파여자중학교,217.90878308,0.22
송학,구산중학교,272.99900908,0.27
송학파크팰리스,서울녹번초등학교,305.47198767,0.31
수광빌라트,서울교육대학교부설초등학교,446.39301826,0.45
수락리버시티3단지,서울수락초등학교,342.9579775,0.34
수락리버시티4단지,서울수락초등학교,232.49172005,0.23
수락산늘푸른,서울노원초등학교,353.40342809,0.35
수락산벨리체,수락중학교,232.27423717,0.23
수락파크빌,수락중학교,470.10625109,0.47
수락한신,서울노원초등학교,150.16026177,0.15
수락현대,서울노원초등학교,231.44699608,0.23
수명,신월중학교,128.81024559,0.13
수명산SKVIEW,서울강신초등학교,213.71454218,0.21
수명산그린시아,서울강신초등학교,174.7196228,0.17
수명산롯데캐슬,서울강신초등학교,285.24806038,0.29
수명산태송팰리채,명덕외국어고등학교,269.45667833,0.27
수명산태송팰리채,명덕고등학교,269.45667833,0.27
수명산태송팰리채,명덕여자중학교,269.45667833,0.27
수명산태송팰리채,명덕여자고등학교,269.45667833,0.27
수명산태승훼미리,신화중학교,146.000947,0.15
수목아이엠,중앙여자고등학교,138.00175058,0.14
수목아이엠,중앙여자중학교,138.00175058,0.14
수목아이엠,추계초등학교,138.00175058,0.14
수산동양빌,서울숭인초등학교,547.37640892,0.55
수산동우,서울강신초등학교,351.85384857,0.35
수산오성,화곡보건경영고등학교,219.76622645,0.22
수산오성,화곡중학교,219.76622645,0.22
수산트리플,서울수송초등학교,363.19456554,0.36
수산팰리스,서울양화초등학교,85.24076763,0.09
수서,서울대청초등학교,229.71784482,0.23
수서한아름,서울세종고등학교,123.11032255,0.12
수성예술,한강미디어고등학교,224.32007482,0.22
수영힐(가동),개봉중학교,306.15291825,0.31
수영힐(나동),개봉중학교,326.66404246,0.33
수유벽산1차,서울우이초등학교,592.52718407,0.59
수유벽산2차,서울우이초등학교,625.18956572,0.63
수유삼호,서울수유초등학교,283.70009974,0.28
수유역두산위브1,수송중학교,172.24402417,0.17
수유역두산위브2,서울수송초등학교,254.25636486,0.25
수유역하이씨티,서울수유초등학교,219.08368667,0.22
수유프리미어엠,서울수유초등학교,380.98513088,0.38
수유현대,서울쌍문초등학교,602.90903449,0.60
수정,서울상현초등학교,477.03861911,0.48
"수정가,나동",서울수색초등학교,371.64508707,0.37
수정럭스,서울대조초등학교,341.4119838,0.34
