apartment_name,line_name,distance_meters,distance_km
유림,구의(광진구청),481.50959151,0.48
유림,구의(광진구청),481.50959151,0.48
유림노르웨이숲(919-1),까치산,301.08710647,0.30
유림웰스빌,신정네거리,1204.08736078,1.20
유림웰스빌,신정네거리,1204.08736078,1.20
유성,동대문,435.11001779,0.44
유성아이비,녹번,667.27973656,0.67
유성아이비,녹번,667.27973656,0.67
유성아이비아파트,불광,151.1224382,0.15
유승셀르빌,금천구청,1827.17883585,1.83
유안,망원,427.00976879,0.43
유엔맨숀,한남,749.37894099,0.75
유원,월계,1272.81940082,1.27
유원강변,노들,324.85836717,0.32
유원도봉,도봉,485.15318708,0.49
유원목동,오목교(목동운동장앞),336.31262486,0.34
유원문래,양평,535.63037446,0.54
유원서초,교대(법원.검찰청),410.65631635,0.41
유원아파트,암사,162.22016068,0.16
유원제일,영등포구청,465.6966451,0.47
유원제일2차,당산,360.66281495,0.36
유원펠리체(924-17),까치산,533.45562412,0.53
유원하나,홍제,1003.56555249,1.00
유원하나,홍제,1003.56555249,1.00
유일아트리움,역촌,405.42893809,0.41
유진빌라,남구로,83.81458604,0.08
유진스웰,광나루(장신대),759.31666775,0.76
유탑유블레스,당산,148.1114009,0.15
유한수목원,온수(성공회대입구),480.9486584,0.48
유한오크팰리스,역곡,738.97935904,0.74
윤탁아트리움,화곡,421.16222582,0.42
율전에버그린,중앙보훈병원,352.4406837,0.35
율전에버그린아파트,길동,117.23839325,0.12
율창,까치산,479.26819015,0.48
율창(885-1),신정(은행정),499.28090125,0.50
율포그레이스빌,개봉,356.20275602,0.36
은마,대치,345.24110591,0.35
은마,대치,345.24110591,0.35
은빛1단지,수락산,385.92051534,0.39
은빛2단지,수락산,283.73351449,0.28
은석,4.19민주묘지,150.2256238,0.15
은선,서울대입구(관악구청),766.58420027,0.77
은선,서울대입구(관악구청),766.58420027,0.77
은선파인빌,봉천,688.65882369,0.69
은선파인빌,봉천,688.65882369,0.69
은성,까치산,1166.9305879,1.17
은성마을승윤노블리안,화곡,1106.4380494,1.11
은성아파트,송파나루,329.93860872,0.33
은일로즈힐,신정네거리,1491.72474532,1.49
은일로즈힐,신정네거리,1491.72474532,1.49
은진빌라,남구로,160.45657301,0.16
은진스톤하우스21차,미아(서울사이버대학),200.35006832,0.20
은진스톤하우스21차,미아(서울사이버대학),200.35006832,0.20
은천1,낙성대,623.34499656,0.62
은천1,낙성대,623.34499656,0.62
은천2단지아파트,낙성대,775.71390637,0.78
은천2단지아파트,낙성대,775.71390637,0.78
은천누리에뜰,봉천,450.90855481,0.45
은천누리에뜰,봉천,450.90855481,0.45
은탑로얄클라스,독산,642.6178993,0.64
은평뉴타운 제각말 푸르지오(5-1단지),구파발,1495.69944601,1.50
은평뉴타운 제각말 푸르지오(5-1단지),구파발,1495.69944601,1.50
은평뉴타운 제각말 푸르지오(5-2단지),구파발,1560.86259372,1.56
은평뉴타운 제각말 푸르지오(5-2단지),구파발,1560.86259372,1.56
은평뉴타운 제각말 푸르지오(5-3단지),구파발,1438.78729376,1.44
은평뉴타운 제각말 푸르지오(5-3단지),구파발,1438.78729376,1.44
은평뉴타운 제각말 푸르지오(5-4단지),구파발,1262.09304798,1.26
은평뉴타운 제각말 푸르지오(5-4단지),구파발,1262.09304798,1.26
은평뉴타운기자촌11단지,구파발,1362.03793213,1.36
은평뉴타운기자촌11단지,구파발,1362.03793213,1.36
은평신사두산위브,응암,884.58068801,0.88
은평신사두산위브2차,응암,742.91685306,0.74
은하,가좌,1173.01884899,1.17
은하센트리움,까치산,261.79863859,0.26
은하수,우장산,432.52507988,0.43
은하수드림빌,사가정,1515.69258612,1.52
은하수드림필,장한평,428.86838068,0.43
은하수수목원,온수(성공회대입구),471.38012439,0.47
은하수수목원2차(101동),온수(성공회대입구),434.59222992,0.43
은하수수목원2차(102동),온수(성공회대입구),427.8641744,0.43
은하아파트,화곡,1189.16837465,1.19
은행,신정(은행정),360.7079506,0.36
은혜스카이빌아파트,독바위,146.70386611,0.15
을미월드힐,구로디지털단지,745.46178217,0.75
을미월드힐,구로디지털단지,745.46178217,0.75
응암동금호,응암,588.70198472,0.59
응암아네스트,응암,567.56073793,0.57
응암푸르지오,녹번,933.66954497,0.93
응암푸르지오,녹번,933.66954497,0.93
응암하이포롬,응암,360.18088053,0.36
이너스101동,우장산,624.39148146,0.62
이너스102동,우장산,612.38925118,0.61
이너스5차동진,염창,620.72451418,0.62
이너스내안애,남성,184.29447793,0.18
이너스내안에,염창,441.73485714,0.44
이너스내안에201동,등촌,564.37603549,0.56
이너스삼성,양평,293.89712879,0.29
이너스양화6차,염창,377.12144126,0.38
이랜드타운아파트,새절(신사),865.14068893,0.87
이랜드해가든,금천구청,603.26845663,0.60
이문2차푸르지오,신이문,387.54841308,0.39
이문동웰츠타워,외대앞,303.47191643,0.30
이문삼성래미안아파트,외대앞,787.45761826,0.79
이수교KCC스위첸,동작(현충원),578.61576158,0.58
이수교신동아아파트,동작(현충원),635.22456914,0.64
이수브라운스톤,제기동,460.313877,0.46
이수브라운스톤,제기동,460.313877,0.46
이수브라운스톤돈암,성신여대입구(돈암),607.98902873,0.61
이수브라운스톤상도(527-0),장승배기,431.15110727,0.43
이수역리가,남성,589.89556082,0.59
이수자이,이수,138.06670994,0.14
이수프라자,총신대입구(이수),155.68532379,0.16
이수프라자,총신대입구(이수),155.68532379,0.16
이수힐스테이트,총신대입구(이수),920.01899239,0.92
이수힐스테이트,총신대입구(이수),920.01899239,0.92
이스타팰리스,목동,320.21582329,0.32
이스트드림힐,길동,308.05997508,0.31
이안강동,강동,401.96259142,0.40
이안애2차,삼성중앙,542.02345255,0.54
이안애빌,삼성중앙,490.95958503,0.49
이안용산1차(101동),남영,417.53298392,0.42
이안용산1차(102동),남영,352.76362062,0.35
이안용산1차(103동),남영,357.1496429,0.36
이안용산3차,남영,275.21455857,0.28
이안용산프리미어,남영,273.13442922,0.27
이에스에이아파트1,방학,166.65865225,0.17
이에스에이아파트2,방학,171.45160355,0.17
이에스에이아파트3,방학,117.72934681,0.12
이연아마빌레,내방,620.67468279,0.62
이연아마빌레(293-8),암사,667.09160088,0.67
이연에버리치,목동,268.52203415,0.27
이움빌라,언주,219.25088178,0.22
이좋은집,오류동,297.27443044,0.30
이즈캐슬,응암,558.50764011,0.56
이지-빌,회현(남대문시장),259.36833911,0.26
이지-빌,회현(남대문시장),259.36833911,0.26
이지라이프,신정(은행정),315.3000288,0.32
이지리움S,신길,445.18893943,0.45
이촌동삼성리버스위트,이촌(국립중앙박물관),590.77202683,0.59
이촌코오롱(A),이촌(국립중앙박물관),375.45140112,0.38
이촌코오롱(B),이촌(국립중앙박물관),592.23257467,0.59
이태원(이테크빌),이태원,198.31698552,0.20
이튼타워리버1차,건대입구,386.4254293,0.39
이튼타워리버2차,뚝섬유원지,490.87374154,0.49
이튼타워리버3차,뚝섬유원지,200.60589851,0.20
이튼타워리버5차,뚝섬유원지,217.80374429,0.22
이펜하우스1단지,까치울,1711.09234986,1.71
이펜하우스2단지,까치울,2020.7306816,2.02
이펜하우스3단지,까치울,1890.7759076,1.89
이펜하우스4단지,까치울,1744.41961399,1.74
이펜하우스5단지,신정네거리,2020.36462715,2.02
이펜하우스5단지,신정네거리,2020.36462715,2.02
이편한세상마포리버파크,마포,295.00458874,0.30
이편한세상보문,창신,338.7401786,0.34
이한센토빌(410-13),장한평,473.90068234,0.47
이형원앙,신정네거리,921.98226328,0.92
이형원앙,신정네거리,921.98226328,0.92
이화에수풀,종로5가,500.99105085,0.50
이화에수풀,종로5가,500.99105085,0.50
이화우성,대림(구로구청),387.1173839,0.39
익성씨티하임,신설동,226.42478203,0.23
인성,미아(서울사이버대학),178.44250288,0.18
인성,미아(서울사이버대학),178.44250288,0.18
인성아트빌,버티고개,354.19427381,0.35
인왕,무악재,360.74968612,0.36
인왕,무악재,360.74968612,0.36
인왕궁맨숀,무악재,288.58512028,0.29
인왕궁맨숀,무악재,288.58512028,0.29
인왕산2차아이파크,독립문,209.21251851,0.21
인왕산2차아이파크,독립문,209.21251851,0.21
인왕산벽산,홍제,555.70321499,0.56
인왕산벽산,홍제,555.70321499,0.56
인왕산아이파크,독립문,271.05058167,0.27
인왕산아이파크,독립문,271.05058167,0.27
인왕산어울림,무악재,177.37758867,0.18
인왕산어울림,무악재,177.37758867,0.18
인왕산한신휴플러스,무악재,417.21291029,0.42
인왕산한신휴플러스,무악재,417.21291029,0.42
인왕산현대,무악재,339.71682613,0.34
인왕산현대,무악재,339.71682613,0.34
인우,목동,1015.30124812,1.02
인우(281-215),연신내,1019.3763505,1.02
인정,남성,776.01646791,0.78
인택,문정,904.40498448,0.90
인택스파크뷰,둔촌동,668.56061712,0.67
인택파크랜드,방이,289.83493746,0.29
인텍스빌,방이,514.26008616,0.51
인헌,낙성대,996.31005428,1.00
인헌,낙성대,996.31005428,1.00
인현상가/신성아파트,충무로,300.34314548,0.30
일광,까치산,62.51590557,0.06
일광2차,까치산,158.71517854,0.16
일동행복세상,서울대입구(관악구청),522.93493141,0.52
일동행복세상,서울대입구(관악구청),522.93493141,0.52
일두(1021),숭실대입구(살피재),794.46804011,0.79
일성빌라트,북한산보국문,3155.63442994,3.16
일성스카이빌,까치산,348.97059907,0.35
일성트루엘,장한평,432.95136258,0.43
일성파크,어린이대공원(세종대),403.42544566,0.40
일신강변,중랑,903.39804977,0.90
일신건영,구로,341.58114606,0.34
일신건영휴먼빌,염창,590.78139893,0.59
일신건영휴먼빌아파트,상수,472.95914591,0.47
일신파스텔,등촌,1190.35718777,1.19
일심,둔촌동,402.32947309,0.40
일우,창신,553.56877075,0.55
일진아이윌,홍대입구,783.31129701,0.78
일진아이윌,홍대입구,783.31129701,0.78
일현세일,까치산,318.03423613,0.32
임광,홍대입구,838.45603423,0.84
임광,홍대입구,838.45603423,0.84
임선웰빙아파트,효창공원앞,302.04974723,0.30
임성아파트,공릉(서울과학기술대),336.8741165,0.34
임탑(12-1)100동,응암,769.21137901,0.77
임탑(364)101동,응암,719.58368372,0.72
임탑-A,까치산,444.96724976,0.44
임탑-B,까치산,473.63257888,0.47
자산메르시안(164-31),증산(명지대앞),201.7293483,0.20
자선메르시안(101),증산(명지대앞),284.51403636,0.28
자선메르시안(102),증산(명지대앞),252.43279757,0.25
자선메르시안(103),증산(명지대앞),265.94036306,0.27
자선메르시안(115),응암,380.20746945,0.38
자선메르시안(119-15),응암,403.22857118,0.40
자선메르시안(162-18),증산(명지대앞),297.18822204,0.30
자선메르시안(162-20),증산(명지대앞),318.03636396,0.32
자선메르시안(162-21),증산(명지대앞),345.880578,0.35
자선메르시안(193),증산(명지대앞),415.42242308,0.42
자선메르시안(400),새절(신사),576.57779551,0.58
자선메르시안101동(123-26),응암,369.30971101,0.37
자성,신정네거리,278.34948091,0.28
자성,신정네거리,278.34948091,0.28
자양10차현대홈타운,뚝섬유원지,396.81527242,0.40
자양2현대,뚝섬유원지,454.82112993,0.45
자양7차현대홈타운,뚝섬유원지,314.35790974,0.31
자양8차현대홈타운,뚝섬유원지,518.17573816,0.52
자양9차현대홈타운,뚝섬유원지,328.947524,0.33
자양강변I-Park,뚝섬유원지,261.6781822,0.26
자양동현대,구의(광진구청),1041.76636715,1.04
자양동현대,구의(광진구청),1041.76636715,1.04
자양삼성,뚝섬유원지,441.66652999,0.44
자양우성7,건대입구,585.27270071,0.59
자양현대5,뚝섬유원지,1074.06930029,1.07
자양현대6,뚝섬유원지,461.30293965,0.46
자양훼밀리,구의(광진구청),671.89652558,0.67
자양훼밀리,구의(광진구청),671.89652558,0.67
자양힐101동,구의(광진구청),500.37065632,0.50
자양힐101동,구의(광진구청),500.37065632,0.50
자이파인빌(102동),문정,364.07484277,0.36
잠실더샵스타파크,잠실(송파구청),312.24024205,0.31
잠실시그마타워,잠실(송파구청),78.7980482,0.08
잠실아이스페이스,잠실(송파구청),245.42940947,0.25
잠실엘스,잠실새내,438.02652259,0.44
잠실엘스,잠실새내,438.02652259,0.44
잠실월드메르디앙,종합운동장,220.88607164,0.22
잠실포스코더샵,삼전,90.47579092,0.09
잠실푸르지오월드마크,잠실(송파구청),312.17557268,0.31
잠실한솔,석촌,275.97522856,0.28
잠원동트루빌,논현,457.55646778,0.46
잠원동트루빌,논현,457.55646778,0.46
잠원아이비,논현,437.80936342,0.44
잠원아이비,논현,437.80936342,0.44
잠원중앙하이츠(A동),고속터미널,480.23964961,0.48
잠원현대훼밀리,반포,102.62344047,0.10
장미,이촌(국립중앙박물관),569.10710161,0.57
장미(466-0),상수,387.70959892,0.39
장미(917-1),봉천,442.77606349,0.44
장미(917-1),봉천,442.77606349,0.44
장미(시영6),하계,294.31498069,0.29
장미1,이태원,332.50690499,0.33
장미2,잠실나루,129.70989929,0.13
장미2,잠실나루,129.70989929,0.13
장미3,잠실나루,129.70989929,0.13
장미3,잠실나루,129.70989929,0.13
장미아파트,양재(서초구청),234.95486387,0.23
장미아파트B동,구로디지털단지,1051.25206508,1.05
장미아파트B동,구로디지털단지,1051.25206508,1.05
장방아파트,굽은다리(강동구민회관앞),311.16760834,0.31
장복엘리트타운,서초,726.1941348,0.73
장복엘리트타운,서초,726.1941348,0.73
장성미모아,홍제,1202.27989503,1.20
장성미모아,홍제,1202.27989503,1.20
장수마을,신정네거리,759.68620553,0.76
장수마을,신정네거리,759.68620553,0.76
장수마을2단지동원데쟈뷰,신정네거리,671.20251875,0.67
장수마을2단지동원데쟈뷰,신정네거리,671.20251875,0.67
장승,상도,500.41871223,0.50
장안SM드림빌(360-2),장한평,638.49692864,0.64
장안뉴시티,장한평,1068.93837277,1.07
장안동공감대(375-11),장한평,726.34082254,0.73
장안동우성4차,장한평,235.14189494,0.24
장안동파크뷰,용마산,1387.21589701,1.39
장안삼성쉐르빌,장한평,1226.12427284,1.23
장안위더스빌,장한평,578.52260847,0.58
장안트윈A동,용마산,1366.92446446,1.37
장안트윈B동,용마산,1367.85677975,1.37
장안평월드메르디앙2차,장한평,617.17693405,0.62
장안푸르미에,장한평,466.49764502,0.47
장안현대,회기,1394.5214198,1.39
장안현대홈타운(336),중곡,956.33562261,0.96
장안힐스테이트,용마산,1029.07077721,1.03
장원,신답,189.54055384,0.19
장원,신답,189.54055384,0.19
장원(101),미아(서울사이버대학),1056.69568907,1.06
장원(101),미아(서울사이버대학),1056.69568907,1.06
장원빌라트,신반포,596.71155577,0.60
장위동동원베네스트,돌곶이,273.83655203,0.27
장은하이빌,광운대,332.03619945,0.33
장인이즈빌,길동,389.28074166,0.39
장충,동대입구,347.99962928,0.35
장충,동대입구,347.99962928,0.35
장한평월드메르디앙,장한평,581.21912703,0.58
재선주택,남구로,134.91830796,0.13
전농SK,청량리(서울시립대입구),1167.74694592,1.17
전농동삼성래미안,청량리(서울시립대입구),657.20025838,0.66
전농동신성미소지움,청량리(서울시립대입구),255.42394036,0.26
전농동하우스토리,청량리(서울시립대입구),989.43039695,0.99
전농우성,회기,1501.408883,1.50
점보,이촌(국립중앙박물관),587.55572398,0.59
정릉2차e-편한세상,길음,629.76627496,0.63
정릉2차e-편한세상,길음,629.76627496,0.63
정릉2차대주피오레,정릉,415.70415044,0.42
정릉e-편한세상,북한산보국문,368.99389452,0.37
정릉꿈에그린,정릉,279.16225459,0.28
정릉성원상떼빌,정릉,579.05227494,0.58
정릉스카이쌍용아파트,정릉,493.94537484,0.49
정릉우성아파트 101~105동,정릉,315.62123994,0.32
정릉중앙하이츠아파트,북한산보국문,980.52148111,0.98
정릉푸르지오,정릉,477.66588433,0.48
정릉푸른마을동아,정릉,494.5506442,0.49
정릉풍림아이원,솔샘,591.48704357,0.59
정릉한일유앤아이,북한산보국문,1016.45989863,1.02
정릉힐스테이트,정릉,193.68891282,0.19
정릉힐스테이트1차,정릉,489.22241542,0.49
정릉힐스테이트3차,북한산보국문,269.00458754,0.27
정림,이수,521.3083804,0.52
정명네스트,새절(신사),424.01052509,0.42
정산(103동),암사역사공원,585.588458,0.59
정산파크뷰,오금,392.03391989,0.39
정우,이촌(국립중앙박물관),578.48779079,0.58
정우상가맨션,마포,350.52831814,0.35
정우아트빌A,송파나루,620.70161597,0.62
정우아트빌B,송파나루,611.87697979,0.61
정우아파트,목동,1326.82388309,1.33
정원,까치산,990.53727982,0.99
정원쉐르빌,합정,247.88893934,0.25
정은101동(332-2),용마산,950.35545654,0.95
정은SKY빌,신정네거리,543.55263097,0.54
정은SKY빌,신정네거리,543.55263097,0.54
정은노블스,연신내,135.22185932,0.14
정은노블스B,응암,115.17528263,0.12
정은스카이빌(1044),신정네거리,1169.84614487,1.17
정은스카이빌(1044),신정네거리,1169.84614487,1.17
정은스카이빌(959),염창,390.0262597,0.39
정은스카이빌101동,용마산,1192.47040235,1.19
정은스카이빌201동,장한평,891.52280316,0.89
정은스카이빌2차,신정네거리,1213.62021902,1.21
정은스카이빌2차,신정네거리,1213.62021902,1.21
정은스카이빌3차,신정네거리,351.11096168,0.35
정은스카이빌3차,신정네거리,351.11096168,0.35
정익제이원,불광,137.08320331,0.14
정익제이원(4차),연신내,193.86091763,0.19
정익제이원5차,연신내,125.3612204,0.13
정익제이원아파트(15-114),불광,202.74646875,0.20
정진아트리움,상계,212.67702755,0.21
정진아트리움,상계,212.67702755,0.21
정호백경,장승배기,163.37985446,0.16
정호샤인빌,신도림,603.78760998,0.60
정호힐사이드,숭실대입구(살피재),375.79924622,0.38
제니스APT,홍제,890.19013728,0.89
제니스APT,홍제,890.19013728,0.89
제이드파크(382-2),장한평,1019.05682561,1.02
제이빌,강남구청,291.22213904,0.29
제이씨라디앙,서초,365.61547986,0.37
제이씨라디앙,서초,365.61547986,0.37
제이아델리아,신촌,1563.96965496,1.56
제이월드,신정(은행정),588.17122653,0.59
제이월드에메랄드,우장산,615.09549898,0.62
제이타워,연신내,149.90765589,0.15
제이타워3,불광,144.77788146,0.14
제이타워4,불광,152.90425822,0.15
제일,이촌(국립중앙박물관),465.58812476,0.47
제일(코오롱),증미,359.70651189,0.36
제일1,효창공원앞,290.82291693,0.29
제일골드타워,보라매,217.4460203,0.22
제일아파트,광명사거리,756.31413428,0.76
제일아파트가동(345-4),수색,732.85787678,0.73
제일에비앙,까치산,305.09390009,0.31
제일캐슬,신정네거리,650.25406167,0.65
제일캐슬,신정네거리,650.25406167,0.65
제창그로힐,낙성대,460.26780535,0.46
제창그로힐,낙성대,460.26780535,0.46
조은1차,아현,691.77950212,0.69
조은1차,아현,691.77950212,0.69
조은2차,아현,675.23008664,0.68
조은2차,아현,675.23008664,0.68
조이너스,역삼,534.55317094,0.53
조이너스,역삼,534.55317094,0.53
조이너스도곡,양재(서초구청),301.38607673,0.30
조이팰리스(90-23),응암,362.68619587,0.36
조한,홍제,445.31207162,0.45
조한,홍제,445.31207162,0.45
조호그레이스2,망우,728.99039025,0.73
종로동광모닝스카이,신설동,267.9421755,0.27
종로센트레빌,창신,158.18050443,0.16
종로아인스빌,신설동,234.99931403,0.23
종로유케이201,신설동,303.21504847,0.30
종로중흥S클래스,신설동,313.74725692,0.31
종로청계힐스테이트,신설동,184.82748619,0.18
종암2차SKVIEW,월곡(동덕여대),594.58487427,0.59
종암선경,고려대(종암),487.91017197,0.49
종암에스케이,월곡(동덕여대),408.79589159,0.41
종인아네스트,노들,652.00790948,0.65
종인아네스트(409-3),장승배기,955.40007208,0.96
주건드림빌,신정(은행정),228.71969678,0.23
주공1,구일,544.49738959,0.54
주공10,가양,548.68887798,0.55
주공17단지,녹천,197.80015854,0.20
주공19단지(창동리버타운),창동,492.8369088,0.49
주공1단지,광운대,1305.04218359,1.31
주공2,월계,777.01722812,0.78
주공3,발산,454.63392434,0.45
주공4,상계,681.28521702,0.68
주공4,상계,681.28521702,0.68
주공4단지,미아(서울사이버대학),1260.04154443,1.26
주공4단지,미아(서울사이버대학),1260.04154443,1.26
주공5,발산,668.66809554,0.67
주공8,중계,991.78083409,0.99
주공아파트 5단지,잠실(송파구청),646.27685559,0.65
주남헤븐107동,까치산,1470.54825555,1.47
주미,한남,855.87549679,0.86
주상복합두산,독산,1061.95819745,1.06
주상복합태진가람,염창,291.37438665,0.29
주성AURA,아차산(어린이대공원후문),549.18125827,0.55
주성AURA1,둔촌동,375.68727498,0.38
주성드림아파트,개롱,499.14265159,0.50
주성드림펠리스,오금,105.10663834,0.11
주성아우라,신이문,555.88643044,0.56
주성파크뷰,문정,141.08215554,0.14
주성파크빌,개롱,106.35021359,0.11
주암해븐,상왕십리,245.20478205,0.25
주암해븐,상왕십리,245.20478205,0.25
주얼리,까치산,456.69377802,0.46
주영,양원,891.12720095,0.89
주영파크뷰,양원,906.60420831,0.91
주주베B,불광,100.21845766,0.10
주주베에이,불광,84.59017242,0.08
주풍그린빌라트,중앙보훈병원,552.66300659,0.55
주함위너스Ⅱ,한성백제,310.97180399,0.31
주함해븐,상봉(시외버스터미널),423.72701733,0.42
주함해븐(101동),망우,944.46103884,0.94
주함해븐아파트,신설동,295.23673195,0.30
주함해븐타워,상봉(시외버스터미널),42.86643132,0.04
주함헤븐102동,까치산,1497.12838397,1.50
주함헤븐105동,까치산,1510.65635492,1.51
준아트빌,이태원,235.97337572,0.24
중계3벽산,상계,731.05634429,0.73
중계3벽산,상계,731.05634429,0.73
중계3우성,상계,940.12668207,0.94
중계3우성,상계,940.12668207,0.94
중계그린1단지,중계,93.14732078,0.09
중계무지개,중계,287.50002185,0.29
중계센트럴파크,중계,445.56786955,0.45
중계스타클래스,상계,401.97469693,0.40
중계스타클래스,상계,401.97469693,0.40
중계현대2,상계,554.61725343,0.55
중계현대2,상계,554.61725343,0.55
중곡1단지,중곡,484.49625822,0.48
중곡2단지,중곡,530.3528576,0.53
중곡동광덕,중곡,519.564279,0.52
중구리버빌,신당,309.0279791,0.31
중동계룡아파트,월드컵경기장(성산),596.00212396,0.60
중랑숲리가,양원,537.5688861,0.54
중명,둔촌동,485.63630564,0.49
중명하니빌,양재(서초구청),428.26632908,0.43
중앙,명일,195.35246222,0.20
중앙(931-9),까치산,627.01384619,0.63
중앙궁전빌라트,흑석(중앙대입구),424.053985,0.42
중앙드림빌,고려대(종암),370.68327566,0.37
중앙아파트,독산,366.9537517,0.37
중앙하이츠,용답,198.68458486,0.20
중앙하이츠,용답,198.68458486,0.20
중앙하이츠(1269),구로,481.94136477,0.48
중앙하이츠(5지역),수락산,697.77501474,0.70
중앙하이츠(A),이촌(국립중앙박물관),504.69548935,0.50
중앙하이츠101동,광흥창(서강),397.5534426,0.40
중앙하이츠102동,광흥창(서강),432.1461034,0.43
중앙하이츠103동,광흥창(서강),439.14859724,0.44
중앙하이츠104동,광흥창(서강),432.19869147,0.43
중앙하이츠빌,상도,449.11614609,0.45
중앙하이츠빌1단지,정릉,355.93727588,0.36
중앙하이츠빌2단지,정릉,280.75575898,0.28
중앙화곡하이츠,까치산,512.11830342,0.51
중앙힐,오류동,660.25199133,0.66
중화동건영아파트,중화,506.8688458,0.51
중흥에스-클래스,도봉산,497.3364066,0.50
중흥에스클래스,쌍문,382.32599496,0.38
중흥에스클래스,쌍문,382.32599496,0.38
즈믄촌,천호(풍납토성),548.09868262,0.55
증산중앙하이츠,증산(명지대앞),147.49624841,0.15
지고하임(102동),논현,352.72684502,0.35
지고하임(102동),논현,352.72684502,0.35
지니스힐,개화산,174.6933105,0.17
지석,까치산,513.96833365,0.51
지석천평대,역삼,720.59670518,0.72
지석천평대,역삼,720.59670518,0.72
지오베르크,효창공원앞,472.52973981,0.47
지오빌,등촌,622.3600243,0.62
지오프레저101동,신정(은행정),258.43504587,0.26
지오프레저102동,신정(은행정),283.06220384,0.28
지원골드아파트,길동,483.67770927,0.48
지캐슬,구산,465.60979257,0.47
진넥스빌,뚝섬유원지,540.85390132,0.54
진넥스빌2,선릉,467.69187639,0.47
진넥스빌Ⅲ,강동,49.34309935,0.05
진달래,약수,360.20639881,0.36
진도1,목동,369.47300402,0.37
진도1차,독산,183.65654504,0.18
진도2,오목교(목동운동장앞),178.34439557,0.18
진도2차,독산,459.449401,0.46
진도3차아파트,독산,405.97421263,0.41
진로,오류동,660.59802238,0.66
"진로,미주아파트",가양,678.47899785,0.68
진로아파트,봉화산(서울의료원),391.52335819,0.39
진로유통조합대림,상계,1522.59942074,1.52
진로유통조합대림,상계,1522.59942074,1.52
진명,망우,757.9767458,0.76
진명비베레,공릉(서울과학기술대),81.96846053,0.08
진성,오금,383.89059821,0.38
진성101동,증미,987.45073402,0.99
진성그린,남부터미널(예술의전당),876.58254017,0.88
진성그린,남부터미널(예술의전당),876.58254017,0.88
진성그린건설테라스아파트,사가정,1045.39294405,1.05
진성마블로스,신대방삼거리,70.258272,0.07
진성아파트,구산,945.71346572,0.95
진성아파트102동,증미,1010.64174262,1.01
진안골드밸리,4.19민주묘지,663.50155295,0.66
진양상가,충무로,195.08209588,0.20
진양상가,충무로,195.08209588,0.20
진주,몽촌토성(평화의문),179.06040881,0.18
진주맨션,도림천,366.72428857,0.37
진주맨션,도림천,366.72428857,0.37
진주브라운,태릉입구,383.24708152,0.38
진주하이츠(10-89),역촌,540.22222591,0.54
진주하이츠2차,역촌,508.89143917,0.51
진한연립,우장산,519.04211612,0.52
진흥,홍제,1429.46586737,1.43
진흥,홍제,1429.46586737,1.43
진흥1차,충정로(경기대입구),815.90331897,0.82
진흥아르미,군자(능동),676.71550423,0.68
진흥아리엘,남성,516.00473545,0.52
진흥아마란스,압구정,428.19608893,0.43
진흥아마란스,압구정,428.19608893,0.43
진흥아파트,강남,470.10838021,0.47
진흥엣세벨,수색,650.9941472,0.65
진흥펠리체,응암,477.90827719,0.48
찬누리,까치산,381.11295473,0.38
찬솔,중앙보훈병원,524.62640229,0.52
참누리아파트,광운대,1094.02488524,1.09
참다움아파트,공릉(서울과학기술대),99.46174781,0.10
참존1차(419-3),마포구청,878.6823048,0.88
참존2차(101동),마포구청,934.9885432,0.93
참존2차(102동),마포구청,948.5608418,0.95
창건애드웰,양평,273.59812295,0.27
창덕아파트,이태원,701.33323911,0.70
창덕에버빌,가좌,188.65949884,0.19
창동,오류동,1079.44072608,1.08
창동2차현대,방학,735.69517458,0.74
창동3차현대,창동,786.79794264,0.79
창동신도브래뉴1차,창동,389.48188203,0.39
창동주공18단지,녹천,189.15086995,0.19
창동주공1단지,쌍문,684.52347178,0.68
창동주공1단지,쌍문,684.52347178,0.68
창동주공2단지,창동,440.69114152,0.44
창동주공3단지(해등마을),창동,431.56138012,0.43
창동주공4단지,녹천,309.44860962,0.31
창동한승미메이드,월계,1423.17802321,1.42
창동한신휴플러스(621-69),쌍문,329.85005938,0.33
창동한신휴플러스(621-69),쌍문,329.85005938,0.33
창동현대4차,창동,654.93149021,0.65
창동현대타운,쌍문,177.3561934,0.18
창동현대타운,쌍문,177.3561934,0.18
창림,동대문,498.35871732,0.50
창방누리애,신길,53.11419095,0.05
창방트윈(A동),월곡(동덕여대),708.27122595,0.71
창방트윈(B동),월곡(동덕여대),690.58093105,0.69
창신쌍용1,창신,143.76187234,0.14
창신쌍용2,창신,313.9735931,0.31
창신이수,창신,191.30617012,0.19
창전동현대홈타운,서강대,354.25192295,0.35
창전래미안,서강대,423.00997987,0.42
창전쌍용스윗닷홈,광흥창(서강),63.5901066,0.06
채널리저브,삼성중앙,585.24254464,0.59
천마그랑밸리,마천,788.97080698,0.79
천수,구산,412.61402757,0.41
천신하이츠,개봉,704.68269718,0.70
천연뜨란채,서대문,750.51040813,0.75
천왕연지타운1단지,천왕,124.27350303,0.12
천왕연지타운2단지,천왕,653.18641203,0.65
천왕이펜하우스1단지,천왕,131.5374112,0.13
천왕이펜하우스2단지,천왕,214.78329915,0.21
천왕이펜하우스3단지,천왕,473.7510424,0.47
천왕이펜하우스4단지,천왕,672.46517001,0.67
